"Fecha","anno","mes","dia","O3","MP10","CO","Tmedia","Tmax","Precipitaciones","cat_mp10","cat_mp25"
2015-04-01,2015,4,1,21.9148,82.75,0.387774,19.1,30.6,0,"BUENO","BUENO"
2015-04-02,2015,4,2,19.7134,84.1666,0.341386,18.1,28.9,0,"BUENO","BUENO"
2015-04-03,2015,4,3,16.8208,41.5435,0.128559,16.4,27.1,0,"BUENO","BUENO"
2015-04-04,2015,4,4,15.5532,35.3958,0.110061,17.7,27.5,0,"BUENO","BUENO"
2015-04-05,2015,4,5,21.8111,43.7083,0.261979,19,31.2,0,"BUENO","BUENO"
2015-04-06,2015,4,6,16.647,62.7083,0.272568,17,28.2,0,"BUENO","BUENO"
2015-04-07,2015,4,7,11.3488,44.875,0.139095,17.5,23,0,"BUENO","BUENO"
2015-04-08,2015,4,8,14.0883,72.1041,0.356071,17.1,26.6,0,"BUENO","BUENO"
2015-04-09,2015,4,9,14.4098,79.0833,0.333301,18,28.9,0,"BUENO","BUENO"
2015-04-10,2015,4,10,11.7012,109.978,0.797582,18.9,33,0,"BUENO","BUENO"
2015-04-11,2015,4,11,20.4023,112.062,0.70067,16.8,29.4,0,"BUENO","BUENO"
2015-04-12,2015,4,12,23.9991,77.8333,0.357092,16.8,27.3,0,"BUENO","BUENO"
2015-04-13,2015,4,13,20.3996,73.3541,0.222723,16.7,26.3,0,"BUENO","BUENO"
2015-04-14,2015,4,14,16.1408,76.2916,0.284101,16.3,25.6,0,"BUENO","BUENO"
2015-04-15,2015,4,15,9.43121,75.9375,0.151414,14.6,20.8,0,"BUENO","BUENO"
2015-04-16,2015,4,16,14.756,59.3333,0.134938,15,21.6,0,"BUENO","BUENO"
2015-04-17,2015,4,17,8.25163,114.833,0.672708,13.8,26.6,0,"BUENO","BUENO"
2015-04-18,2015,4,18,19.808,97.9583,0.617463,15,27.9,0,"BUENO","BUENO"
2015-04-19,2015,4,19,9.04515,61.6458,0.13741,13.2,18.7,0,"BUENO","BUENO"
2015-04-20,2015,4,20,3.54708,91.2916,0.552887,13.6,20.7,0,"BUENO","BUENO"
2015-04-21,2015,4,21,11.1728,100.812,0.706929,13.7,23.6,0,"BUENO","BUENO"
2015-04-22,2015,4,22,13.3339,127.792,0.89104,15.6,28.4,0,"REGULAR","REGULAR"
2015-04-23,2015,4,23,13.935,121.896,0.826767,16.9,30.3,0,"REGULAR","REGULAR"
2015-04-24,2015,4,24,14.4021,138.542,0.79467,16.2,29.8,0,"REGULAR","REGULAR"
2015-04-25,2015,4,25,19.3115,146.896,0.804064,13.4,23.6,0,"REGULAR","REGULAR"
2015-04-26,2015,4,26,19.5594,106.188,0.379122,14.6,23.1,0,"REGULAR","REGULAR"
2015-04-27,2015,4,27,19.2612,116.562,0.539777,15.6,26.6,0,"REGULAR","REGULAR"
2015-04-28,2015,4,28,15.244,130.646,0.624138,16,28.4,0,"REGULAR","REGULAR"
2015-04-29,2015,4,29,13.8211,137.354,0.725179,16,28.1,0,"REGULAR","REGULAR"
2015-04-30,2015,4,30,14.6218,131.625,0.763844,16.5,28.9,0,"REGULAR","REGULAR"
2015-05-01,2015,5,1,9.994,104.417,0.585409,13.8,19.4,1.7,"REGULAR","REGULAR"
2015-05-02,2015,5,2,12.9711,38.4565,0.151394,13.2,19.4,0,"REGULAR","REGULAR"
2015-05-03,2015,5,3,11.2637,40.0625,0.210679,12.2,21.8,0,"REGULAR","REGULAR"
2015-05-04,2015,5,4,6.79346,70.7826,0.620832,12.7,24,0,"REGULAR","REGULAR"
2015-05-05,2015,5,5,8.4836,104.979,0.582082,12.6,24.7,0,"REGULAR","REGULAR"
2015-05-06,2015,5,6,9.88568,131.396,1.13291,13.3,27.4,0,"REGULAR","REGULAR"
2015-05-07,2015,5,7,9.99873,117.542,0.857254,15.8,23,0,"REGULAR","REGULAR"
2015-05-08,2015,5,8,2.68,106.375,0.790516,12.1,16.9,0,"REGULAR","REGULAR"
2015-05-09,2015,5,9,8.44943,106.729,1.09803,11.8,21.9,0,"REGULAR","REGULAR"
2015-05-10,2015,5,10,14.1168,80.1458,0.853877,12.7,26.4,0,"REGULAR","REGULAR"
2015-05-11,2015,5,11,5.23957,106.458,0.748011,13.6,24.9,0,"ALERTA","ALERTA"
2015-05-12,2015,5,12,3.63319,123.583,0.923918,11.7,20.7,0,"REGULAR","REGULAR"
2015-05-13,2015,5,13,5.50304,117.5,1.01017,11.8,23.8,0,"REGULAR","REGULAR"
2015-05-14,2015,5,14,9.59235,121.25,0.882684,12.4,24.1,0,"ALERTA","ALERTA"
2015-05-15,2015,5,15,8.98151,123.229,0.726837,13.4,23.1,0,"REGULAR","REGULAR"
2015-05-16,2015,5,16,13.408,151.542,1.31334,12.1,24.5,0,"ALERTA","ALERTA"
2015-05-17,2015,5,17,14.1679,98.0416,1.19597,11.4,23.3,0,"REGULAR","REGULAR"
2015-05-18,2015,5,18,9.29346,129.958,1.39276,13.3,26.5,0,"ALERTA","ALERTA"
2015-05-19,2015,5,19,7.58735,123.208,1.10269,15.7,31.6,0.2,"ALERTA","ALERTA"
2015-05-20,2015,5,20,6.30856,61.6739,0.222965,13,17.8,0,"REGULAR","REGULAR"
2015-05-21,2015,5,21,6.4986,66.0416,0.424959,11.6,19.3,0,"REGULAR","REGULAR"
2015-05-22,2015,5,22,2.37389,93.2916,0.878297,10.5,16.7,0,"REGULAR","REGULAR"
2015-05-23,2015,5,23,5.36416,102.333,0.484345,10.4,16.4,0,"REGULAR","REGULAR"
2015-05-24,2015,5,24,10.5447,94.2291,1.08371,7.7,18,0,"ALERTA","ALERTA"
2015-05-25,2015,5,25,2.10486,134.646,0.987027,7.3,15.4,0,"ALERTA","ALERTA"
2015-05-26,2015,5,26,5.21957,167.771,1.19538,8.9,18.9,0,"ALERTA","ALERTA"
2015-05-27,2015,5,27,6.59444,164.396,1.52092,11.3,24.7,0,"ALERTA","ALERTA"
2015-05-28,2015,5,28,2.89486,154.125,1.21369,11.8,18.7,0.1,"ALERTA","ALERTA"
2015-05-29,2015,5,29,7.1474,96.1875,0.491606,13.4,21.3,0,"ALERTA","ALERTA"
2015-05-30,2015,5,30,4.89957,74.2083,0.882063,10.3,17.6,0,"REGULAR","REGULAR"
2015-05-31,2015,5,31,4.84972,84.2708,1.04029,9.6,18.7,0,"REGULAR","REGULAR"
2015-06-01,2015,6,1,1.50889,151.208,1.59671,10.4,15.3,0,"ALERTA","ALERTA"
2015-06-02,2015,6,2,1.86125,141.896,1.36005,12.3,21.8,0,"ALERTA","ALERTA"
2015-06-03,2015,6,3,2.98527,143.562,1.38672,12.6,22.3,0,"ALERTA","ALERTA"
2015-06-04,2015,6,4,1.02333,231.833,2.37935,13,19,0,"ALERTA","ALERTA"
2015-06-05,2015,6,5,5.10069,134.333,1.71149,11,21.7,0,"PRE EMERGENCIA","PREEMERGENCIA"
2015-06-06,2015,6,6,4.48499,63.8478,0.898334,11.5,19.6,0,"ALERTA","ALERTA"
2015-06-07,2015,6,7,7.47722,51.6041,0.410751,12.2,21.4,0,"REGULAR","REGULAR"
2015-06-08,2015,6,8,5.35429,79.8333,0.757251,10.9,21.1,0,"REGULAR","REGULAR"
2015-06-10,2015,6,10,5.58707,58.75,0.330608,9.9,16.8,0,"REGULAR","REGULAR"
2015-06-11,2015,6,11,3.14277,91.7083,0.578138,7.3,17.8,0,"REGULAR","REGULAR"
2015-06-12,2015,6,12,5.3711,98.2708,1.08238,7.1,16.6,0,"REGULAR","REGULAR"
2015-06-13,2015,6,13,7.6625,77.7083,0.542898,6.7,14.4,0,"ALERTA","ALERTA"
2015-06-14,2015,6,14,7.33388,76.3958,0.966494,5.2,15.8,0,"ALERTA","ALERTA"
2015-06-15,2015,6,15,3.03416,112.104,1.22472,5.8,19.5,0,"ALERTA","ALERTA"
2015-06-16,2015,6,16,3.57444,111.292,1.04672,6.9,17.6,0,"ALERTA","PREEMERGENCIA"
2015-06-17,2015,6,17,3.92166,117.958,1.17741,6.4,18.5,0,"ALERTA","ALERTA"
2015-06-18,2015,6,18,2.60246,162.208,1.89767,7.9,23.9,0,"ALERTA","ALERTA"
2015-06-19,2015,6,19,2.99513,170.75,1.79709,11.2,25.5,0,"PRE EMERGENCIA","PREEMERGENCIA"
2015-06-20,2015,6,20,4.56152,184.729,2.12751,10.2,23.7,0,"ALERTA","PREEMERGENCIA"
2015-06-21,2015,6,21,2.09597,144.688,1.90604,10,20.4,0,"PRE EMERGENCIA","PREEMERGENCIA"
2015-06-22,2015,6,22,3.05638,159.979,2.25651,9.7,22.5,0,"PRE EMERGENCIA","EMERGENCIA"
2015-06-23,2015,6,23,3.20014,120.609,0.925169,8.3,17.2,0,"PRE EMERGENCIA","PREEMERGENCIA"
2015-06-24,2015,6,24,4.53374,110.375,1.04144,9,17.4,0,"ALERTA","ALERTA"
2015-06-25,2015,6,25,4.36333,116.625,1.31211,9.3,20.5,0,"ALERTA","ALERTA"
2015-06-26,2015,6,26,3.14041,152.917,1.74952,10,23.5,0,"ALERTA","ALERTA"
2015-06-27,2015,6,27,4.68471,146.792,1.21956,9.8,23.5,0,"ALERTA","PREEMERGENCIA"
2015-06-28,2015,6,28,8.60109,106.021,1.08682,8.2,21.1,0,"ALERTA","ALERTA"
2015-06-29,2015,6,29,9.37096,89.3125,0.887935,8,19.8,0,"ALERTA","PREEMERGENCIA"
2015-06-30,2015,6,30,1.33986,178.854,1.81394,8.7,19.3,0,"PREALERTA","PREEMERGENCIA"
2015-07-01,2015,7,1,1.42194,179.917,0.92683,10.6,18.6,0,"PREALERTA","PREEMERGENCIA"
2015-07-02,2015,7,2,4.53722,145.562,1.36521,11,19.7,0,"PREALERTA","PREEMERGENCIA"
2015-07-03,2015,7,3,3.19611,164.25,1.77516,7.9,21.5,0,"ALERTA","PREEMERGENCIA"
2015-07-04,2015,7,4,7.52596,113.729,1.04811,8.1,20.8,0,"PREALERTA","PREEMERGENCIA"
2015-07-05,2015,7,5,1.29319,121.771,1.62338,8.3,13.1,2.4,"ALERTA","ALERTA"
2015-07-06,2015,7,6,1.22264,76.4781,0.973033,7.9,13.2,0,"REGULAR","REGULAR"
2015-07-07,2015,7,7,3.06124,79.3541,0.892838,9.4,20.8,0,"ALERTA","ALERTA"
2015-07-08,2015,7,8,1.03333,154.125,1.79335,10.4,15.9,0,"ALERTA","ALERTA"
2015-07-09,2015,7,9,1.41944,108.604,0.991092,12.6,17,0,"ALERTA","ALERTA"
2015-07-10,2015,7,10,1,98.4791,0.875553,11.8,13.9,0.8,"REGULAR","REGULAR"
2015-07-11,2015,7,11,1,86.4791,1.531,10.7,12.5,13.2,"REGULAR","REGULAR"
2015-07-12,2015,7,12,10.966,14.3333,0.178288,10.2,14.2,17.1,"REGULAR","REGULAR"
2015-07-13,2015,7,13,7.75397,24.4792,0.129457,7.8,11.4,0,"REGULAR","REGULAR"
2015-07-14,2015,7,14,3.29249,87.9583,0.84761,6.4,14.4,0,"REGULAR","REGULAR"
2015-07-15,2015,7,15,1.10014,125.708,1.10821,6.3,11,0,"REGULAR","REGULAR"
2015-07-16,2015,7,16,4.98985,119.696,1.47022,8.5,17.5,0,"ALERTA","ALERTA"
2015-07-17,2015,7,17,3.5175,110.792,1.0851,9.8,19.3,0,"ALERTA","ALERTA"
2015-07-18,2015,7,18,4.33833,78.75,0.797063,7.8,14.7,0,"ALERTA","ALERTA"
2015-07-19,2015,7,19,2.88944,43.3478,0.25245,7.4,10.8,0.2,"ALERTA","ALERTA"
2015-07-20,2015,7,20,4.24749,70.0833,0.856777,5.5,15.7,0,"REGULAR","REGULAR"
2015-07-21,2015,7,21,1.2825,133.312,0.93682,6.1,16.6,0,"ALERTA","ALERTA"
2015-07-22,2015,7,22,2.27763,123.604,1.01291,6.9,17.4,0,"ALERTA","PREEMERGENCIA"
2015-07-23,2015,7,23,3.34208,123.729,1.47839,8.2,21.6,0,"ALERTA","ALERTA"
2015-07-24,2015,7,24,2.53666,132.729,1.63526,10.3,24.5,0,"ALERTA","PREEMERGENCIA"
2015-07-25,2015,7,25,1.89486,170.562,1.96914,12.3,22.1,0,"ALERTA","ALERTA"
2015-07-26,2015,7,26,4.8861,79.8333,1.19581,10.3,18,0,"ALERTA","PREEMERGENCIA"
2015-07-27,2015,7,27,2.33875,55.4782,0.509521,9.2,16.2,0,"ALERTA","ALERTA"
2015-07-28,2015,7,28,1,86.5,0.779458,10,13.3,0,"REGULAR","REGULAR"
2015-07-29,2015,7,29,3.4161,102.792,1.40515,11.7,24.2,0,"REGULAR","REGULAR"
2015-07-30,2015,7,30,5.06985,62.8541,0.692009,8.9,16.1,4.6,"REGULAR","REGULAR"
2015-07-31,2015,7,31,2.11111,57.2916,0.585182,8.7,14.3,0,"REGULAR","REGULAR"
2015-08-01,2015,8,1,1.02,141.104,1.76501,10.2,13.2,0.4,"REGULAR","REGULAR"
2015-08-02,2015,8,2,1.04,45.9166,0.625236,10,12.1,0,"REGULAR","REGULAR"
2015-08-03,2015,8,3,1.01667,88.326,1.37531,9.5,15.2,0,"REGULAR","REGULAR"
2015-08-04,2015,8,4,3.81499,91.0208,1.06622,14.9,25.7,0,"ALERTA","ALERTA"
2015-08-05,2015,8,5,2.61694,37.8125,0.265436,15,19.4,30.8,"REGULAR","REGULAR"
2015-08-06,2015,8,6,3.2218,11.3125,0.209428,10.5,12.1,42.1,"BUENO","BUENO"
2015-08-07,2015,8,7,1.72278,34.7291,0.739342,8.9,12.9,16.1,"BUENO","BUENO"
2015-08-08,2015,8,8,10.4307,21.8333,0.355392,11.9,17.6,5.6,"BUENO","BUENO"
2015-08-09,2015,8,9,9.24345,14.625,0.132573,10.1,13.7,8.9,"BUENO","BUENO"
2015-08-10,2015,8,10,6.20888,21.9583,0.153356,9.6,12.6,0,"BUENO","BUENO"
2015-08-11,2015,8,11,5.01985,59.2916,0.33462,9.3,16,0.3,"BUENO","BUENO"
2015-08-12,2015,8,12,3.56667,47.8864,0.535775,8.7,13,7.1,"BUENO","BUENO"
2015-08-13,2015,8,13,3.3986,63.2083,0.632195,8.2,14.2,0,"BUENO","BUENO"
2015-08-15,2015,8,15,4.70027,51.9166,0.237896,9.2,12.2,0,"REGULAR","REGULAR"
2015-08-16,2015,8,16,13.0132,84.1875,0.349301,8.8,18.1,0,"REGULAR","REGULAR"
2015-08-17,2015,8,17,8.27513,84.1875,0.194437,10.3,16.1,0,"REGULAR","REGULAR"
2015-08-18,2015,8,18,7.14568,102.854,0.664684,10.1,21,0,"REGULAR","REGULAR"
2015-08-19,2015,8,19,8.03151,108.625,0.803643,12.3,25.3,0,"REGULAR","REGULAR"
2015-08-20,2015,8,20,8.51942,86.5,0.50078,14.1,22.1,0,"REGULAR","REGULAR"
2015-08-21,2015,8,21,10.1193,39.875,0.120261,12.3,15.7,0,"BUENO","BUENO"
2015-08-22,2015,8,22,11.86,32.7291,0.178491,9.4,16.5,0,"BUENO","BUENO"
2015-08-23,2015,8,23,5.64624,51.7916,0.380083,12.3,18,0,"BUENO","BUENO"
2015-08-24,2015,8,24,5.2336,85.6875,0.85634,13.6,23.8,0,"REGULAR","REGULAR"
2015-08-25,2015,8,25,6.71555,37.75,0.136982,11.9,18.4,0.1,"REGULAR","REGULAR"
2015-08-26,2015,8,26,7.15152,41.2916,0.282764,13,19.2,0,"BUENO","BUENO"
2015-08-27,2015,8,27,1.22273,118.771,0.994406,13.1,19.3,0,"BUENO","BUENO"
2015-08-28,2015,8,28,5.84611,102.167,0.845371,15.6,26,0,"REGULAR","REGULAR"
2015-08-29,2015,8,29,9.3286,92.7916,0.911029,14,25.2,0,"REGULAR","REGULAR"
2015-08-30,2015,8,30,14.2962,67.239,0.755668,14.8,26.4,0,"REGULAR","REGULAR"
2015-08-31,2015,8,31,8.93665,62.8958,0.46726,15.4,27.5,0,"REGULAR","REGULAR"
2016-04-01,2016,4,1,9.37727,73.9791,0.884182,17.3,22,0,"BUENO","BUENO"
2016-04-02,2016,4,2,11.7421,81.5209,0.823606,17.2,23.2,0,"BUENO","BUENO"
2016-04-03,2016,4,3,10.9167,40.4583,0.764644,14.2,18.6,0,"BUENO","BUENO"
2016-04-04,2016,4,4,11.0979,57.75,0.826025,16.8,23.8,0,"BUENO","BUENO"
2016-04-04,2016,4,4,11.0979,57.75,0.826025,16.8,23.8,0,"BUENO","BUENO"
2016-04-05,2016,4,5,1.1934,96.625,1.6955,15.2,21.1,2,"BUENO","BUENO"
2016-04-06,2016,4,6,10.2356,56.1042,1.34863,15.6,25.3,0,"REGULAR","REGULAR"
2016-04-07,2016,4,7,5.7524,63.2917,1.0218,14.9,22.3,0,"BUENO","BUENO"
2016-04-08,2016,4,8,13.1289,74.3959,1.26617,14.4,24.1,0,"BUENO","BUENO"
2016-04-09,2016,4,9,14.067,51.4792,0.842493,13,22.7,0,"BUENO","BUENO"
2016-04-10,2016,4,10,14.2485,70.4584,1.13063,13.8,24.5,0,"BUENO","BUENO"
2016-04-11,2016,4,11,16.8575,84.5209,1.20019,15.2,25.4,0,"REGULAR","REGULAR"
2016-04-12,2016,4,12,9.78189,65.2084,0.821188,14.4,16.4,0,"BUENO","BUENO"
2016-04-13,2016,4,13,1.00195,109.688,1.44802,12.9,17.1,0.3,"BUENO","BUENO"
2016-04-14,2016,4,14,1.32247,60.3542,1.16644,15.1,19,4.2,"BUENO","BUENO"
2016-04-15,2016,4,15,1.02722,25.8333,0.898577,15.2,17.4,3.9,"BUENO","BUENO"
2016-04-16,2016,4,16,1.26026,29.9167,1.05094,16.9,20.9,50,"BUENO","BUENO"
2016-04-17,2016,4,17,3.34042,8.06522,0.720421,12.7,13.6,28.3,"BUENO","BUENO"
2016-04-18,2016,4,18,3.67324,18.4348,0.750248,13.5,18.7,4.4,"BUENO","BUENO"
2016-04-19,2016,4,19,6.0826,46.7273,0.9542,13.2,21.1,0.1,"BUENO","BUENO"
2016-04-20,2016,4,20,8.21739,63.2708,1.11934,13.6,22.5,0,"BUENO","BUENO"
2016-04-21,2016,4,21,8.65038,71.8914,1.07328,14.8,24.5,0,"REGULAR","REGULAR"
2016-04-22,2016,4,22,2.15652,81.25,1.29312,13.7,17.1,0,"BUENO","BUENO"
2016-04-23,2016,4,23,5.28715,30.3958,0.690825,13.5,18.7,12.9,"BUENO","BUENO"
2016-04-24,2016,4,24,8.24535,7.875,0.622994,9.9,13.9,2,"BUENO","BUENO"
2016-04-25,2016,4,25,5.49588,35.3542,0.925985,8.3,16.5,0,"BUENO","BUENO"
2016-04-26,2016,4,26,5.04066,89.9375,1.58909,10.1,23.1,0,"REGULAR","REGULAR"
2016-04-27,2016,4,27,1.89214,108.25,1.55212,13.3,23.5,0,"REGULAR","REGULAR"
2016-04-28,2016,4,28,1.2382,146.812,1.98083,14,20,0,"REGULAR","REGULAR"
2016-04-29,2016,4,29,9.02701,138.417,1.75354,15.3,24.5,0,"REGULAR","REGULAR"
2016-04-30,2016,4,30,12.5796,101.938,1.52644,14.9,27.2,1.1,"ALERTA","ALERTA"
2016-05-01,2016,5,1,4.50124,72.5209,1.45515,14.5,18.6,0.5,"ALERTA","ALERTA"
2016-05-02,2016,5,2,1.67822,72.3334,1.14583,16.9,24,0,"REGULAR","REGULAR"
2016-05-03,2016,5,3,6.52167,95.0209,1.42118,16.9,27.1,0,"REGULAR","REGULAR"
2016-05-04,2016,5,4,6.88824,82.6666,1.33435,15.6,22.9,0,"REGULAR","REGULAR"
2016-05-05,2016,5,5,3.39823,46.913,0.710978,14,16.4,0,"REGULAR","REGULAR"
2016-05-06,2016,5,6,1.8438,75.875,1.15044,12.3,17.8,0,"REGULAR","REGULAR"
2016-05-07,2016,5,7,9.04343,66.3541,1.3188,13.2,19.9,0,"REGULAR","REGULAR"
2016-05-08,2016,5,8,8.52222,44.8125,0.781457,13.9,18.1,0,"REGULAR","REGULAR"
2016-05-09,2016,5,9,7.13876,63.4167,1.20122,13.6,20.5,0,"REGULAR","REGULAR"
2016-05-10,2016,5,10,1.58804,69.1459,1.05635,13.2,16.7,0.5,"REGULAR","REGULAR"
2016-05-11,2016,5,11,1.53639,54.6667,1.50548,12.9,17.1,1.9,"REGULAR","REGULAR"
2016-05-12,2016,5,12,1.34732,83.5209,1.79546,11.2,20.3,0,"REGULAR","REGULAR"
2016-05-13,2016,5,13,1.00972,124.271,2.38083,13.5,19.2,0,"REGULAR","REGULAR"
2016-05-14,2016,5,14,1.19177,110.222,1.10545,12.7,17.4,0.1,"REGULAR","REGULAR"
2016-05-15,2016,5,15,4.16292,59.9783,2.53387,12.4,21.3,0,"REGULAR","REGULAR"
2016-05-16,2016,5,16,3.68994,69.8125,2.17365,14.5,22.8,0,"REGULAR","REGULAR"
2016-05-17,2016,5,17,3.01945,65.4791,1.72498,14.2,21.6,0,"REGULAR","REGULAR"
2016-05-18,2016,5,18,1.50994,50.1042,1.70551,11,13.7,1.2,"REGULAR","REGULAR"
2016-05-19,2016,5,19,1.62988,70.7291,1.99929,12,16.8,0,"REGULAR","REGULAR"
2016-05-20,2016,5,20,3.11386,69.8541,2.20704,13.6,18.8,0.1,"REGULAR","REGULAR"
2016-05-21,2016,5,21,4.41605,43.0435,1.62594,11.9,17.3,0.1,"REGULAR","REGULAR"
2016-05-22,2016,5,22,3.77328,65.5217,2.43644,10.1,22.5,0,"REGULAR","REGULAR"
2016-05-23,2016,5,23,3.8758,84.2084,2.56635,13.6,24.4,0,"ALERTA","ALERTA"
2016-05-24,2016,5,24,1.14472,123.333,2.78228,10.9,19.9,0,"REGULAR","REGULAR"
2016-05-25,2016,5,25,2.97458,93.6875,2.62163,10.7,20.3,0,"REGULAR","REGULAR"
2016-05-26,2016,5,26,1.72112319196024,95.625,2.58535,9.6,16.5,0,"REGULAR","REGULAR"
2016-05-27,2016,5,27,2.64969,99.9584,2.31691,12.4,20.2,0,"ALERTA","ALERTA"
2016-05-28,2016,5,28,1.2126,95.25,2.42953,10,16.3,3.6,"ALERTA","ALERTA"
2016-05-29,2016,5,29,1.98924,47.5,1.9576,12,16.9,12.5,"ALERTA","ALERTA"
2016-05-30,2016,5,30,2.3777,29.3958,1.82666,12.1,18.3,0,"REGULAR","REGULAR"
2016-05-31,2016,5,31,3.00078,45.4792,1.80732,11.4,16.4,0,"REGULAR","REGULAR"
2016-06-01,2016,6,1,3.7252,49.6875,1.85983,11,17.9,0,"REGULAR","REGULAR"
2016-06-02,2016,6,2,1.0186,61.5833,2.50658,9.5,13.8,20.4,"BUENO","BUENO"
2016-06-03,2016,6,3,1,17.3542,2.0723,9,10.2,16.9,"REGULAR","REGULAR"
2016-06-04,2016,6,4,6.69805,16.375,1.62352,10.1,15.3,0,"REGULAR","REGULAR"
2016-06-05,2016,6,5,5.35143,43.0417,2.05157,7.9,14.9,0,"REGULAR","REGULAR"
2016-06-06,2016,6,6,2.85177,65.4375,2.1915,6.6,16.5,0,"REGULAR","REGULAR"
2016-06-07,2016,6,7,2.10741,110.521,2.81337,6.6,18.4,0,"REGULAR","REGULAR"
2016-06-08,2016,6,8,2.43703,107.5,2.79126,8.3,21.8,0,"ALERTA","ALERTA"
2016-06-09,2016,6,9,1.06636,145.792,3.17337,7.6,16,0,"ALERTA","PREEMERGENCIA"
2016-06-10,2016,6,10,2.41515,126.25,3.22208,8.8,21.4,0,"ALERTA","ALERTA"
2016-06-11,2016,6,11,2.8337,118.021,3.22173,8.8,22.5,0,"ALERTA","ALERTA"
2016-06-12,2016,6,12,1.29906,86.75,2.95502,11.9,21.1,1.1,"ALERTA","ALERTA"
2016-06-13,2016,6,13,1.03221,54.2917,2.12344,11.4,16,0,"ALERTA","ALERTA"
2016-06-14,2016,6,14,1,92.3959,2.5736,9.5,13.2,0,"REGULAR","REGULAR"
2016-06-15,2016,6,15,1.27031,108.708,3.48154,9.3,16.9,0,"ALERTA","ALERTA"
2016-06-16,2016,6,16,2.13344,117.521,3.31882,9.2,21.5,0,"ALERTA","PREEMERGENCIA"
2016-06-17,2016,6,17,2.3089,110.25,2.93774,9.8,23,0,"ALERTA","ALERTA"
2016-06-18,2016,6,18,3.04059,123.604,3.29809,8.9,21.3,0,"ALERTA","PREEMERGENCIA"
2016-06-19,2016,6,19,6.2614,100.438,3.08216,7.2,13.1,0,"ALERTA","PREEMERGENCIAMP"
2016-06-20,2016,6,20,1.71262,79.75,2.04639,8,11.9,0,"ALERTA","PREEMERGENCIA"
2016-06-21,2016,6,21,2.05137,115,3.46461,9,21.4,0,"ALERTA","PREEMERGENCIA"
2016-06-22,2016,6,22,2.55814,94.4375,2.65997,8.4,19.3,0,"ALERTA","PREEMERGENCIA"
2016-06-23,2016,6,23,1.95915,102.771,2.84066,8.1,16,0,"ALERTA","PREEMERGENCIA"
2016-06-24,2016,6,24,1.73974,72.75,2.07748,7.6,12.7,0,"ALERTA","ALERTA"
2016-06-25,2016,6,25,2.40847,97.6666,2.91563,7,14.2,0,"ALERTA","ALERTA"
2016-06-26,2016,6,26,4.7598,91.7291,2.98853,7.3,16.6,0,"ALERTA","PREEMERGENCIA"
2016-06-27,2016,6,27,4.20475,91.375,3.25801,9.3,22.1,0,"ALERTA","EMERGENCIA"
2016-06-28,2016,6,28,2.09532,78.875,2.51314,11.1,25,0,"ALERTA","PREEMERGENCIA"
2016-06-29,2016,6,29,1.36263,58.5,2.06954,7.6,10.3,0,"ALERTA","ALERTA"
2016-06-30,2016,6,30,1.03373,105.521,2.74255,8.8,13.9,0,"ALERTA","ALERTA"
2016-07-01,2016,7,1,1.42076,138.042,3.40968,10.4,18.3,0,"ALERTA","PREEMERGENCIA"
2016-07-02,2016,7,2,1.31596,51.9375,1.98559,7.6,9.4,0,"ALERTA","PREEMERGENCIA"
2016-07-03,2016,7,3,2.73176,50.7708,2.17768,9.1,14.1,0.3,"REGULAR","REGULAR"
2016-07-04,2016,7,4,2.78508,67.1875,2.77721,7.3,17.2,0,"REGULAR","REGULAR"
2016-07-05,2016,7,5,4.16013,75.3334,2.66515,7.4,18.2,0,"REGULAR","REGULAR"
2016-07-06,2016,7,6,3.02977,104.708,3.13605,7.2,18.9,0,"ALERTA","ALERTA"
2016-07-07,2016,7,7,1.84422,104.913,2.89352,8.1,20.6,0,"ALERTA","ALERTA"
2016-07-08,2016,7,8,1.76258,100.146,3.23555,6.2,13.4,0,"ALERTA","PREEMERGENCIA"
2016-07-09,2016,7,9,1.84328,110.271,2.90182,9.1,17.6,0,"ALERTA","ALERTA"
2016-07-10,2016,7,10,1.43114,97.0209,3.55616,8,11.2,8.4,"ALERTA","ALERTA"
2016-07-11,2016,7,11,7.56512,23.9565,1.9614,9.8,14.2,4.1,"ALERTA","ALERTA"
2016-07-12,2016,7,12,1.00583,136.562,3.23901,8.1,10.7,0,"REGULAR","REGULAR"
2016-07-13,2016,7,13,7.50653,33.5208,2.08198,9.7,13,9.5,"BUENO","BUENO"
2016-07-14,2016,7,14,6.74544,22.7083,1.96797,9.1,14.5,0,"BUENO","BUENO"
2016-07-15,2016,7,15,2.82684,77.5869,0.709793,6.9,17.3,0,"REGULAR","REGULAR"
2016-07-16,2016,7,16,1.39052,103.479,1.22377,8.4,17.3,0,"ALERTA","ALERTA"
2016-07-17,2016,7,17,1.28629,71.8334,0.884886,8.2,12,0,"ALERTA","PREEMERGENCIA"
2016-07-18,2016,7,18,2.41727,103.562,1.5608,8,19.2,0,"ALERTA","ALERTA"
2016-07-19,2016,7,19,1.05664,96.5,0.696609,8.8,13.6,0,"ALERTA","ALERTA"
2016-07-20,2016,7,20,2.51953,84.5209,0.705475,11.2,19.8,0,"REGULAR","REGULAR"
2016-07-21,2016,7,21,2.88879,129.125,1.4793,10.8,22.4,0,"REGULAR","REGULAR"
2016-07-22,2016,7,22,4.36195,75.826,0.677255,11.7,21.1,0,"ALERTA","ALERTA"
