"Fecha","anno","mes","dia","O3","MP10","CO","Tmedia","Tmax","Precipitaciones","cat_mp10","cat_mp25"
2019-06-29,2019,6,29,9,20,0.81,7.3,12.7,1,"BUENO","BUENO"
2019-06-30,2019,6,30,9,51,1.16,6.2,12,0,"REGULAR","REGULAR"
2019-07-01,2019,7,1,7,111,1.88,5.7,17.5,0,"REGULAR","REGULAR"
2019-07-02,2019,7,2,6,116,1.45,6.1,17.8,0,"ALERTA","ALERTA"
2019-07-03,2019,7,3,7,110,1.51,5.9,16.9,0,"REGULAR","REGULAR"
2019-07-04,2019,7,4,7,128,2.02,6.6,17.1,0,"REGULAR","REGULAR"
2019-07-05,2019,7,5,6,204,2.99,8.9,23,0,"ALERTA","ALERTA"
2019-07-06,2019,7,6,7,106,1.64,8.3,15,0,"PRE EMERGENCIA","PREEMERGENCIA"
2019-07-07,2019,7,7,6,85,1.03,9,12.2,0,"ALERTA","ALERTA"
2019-07-08,2019,7,8,5,117,1.61,9.5,14.9,0,"REGULAR","REGULAR"
2019-07-09,2019,7,9,6,106,0.99,9.8,16.1,0,"REGULAR","REGULAR"
2019-07-10,2019,7,10,5,154,1.86,6.8,14.1,0,"REGULAR","REGULAR"
2019-07-11,2019,7,11,7,138,1.99,8,15.7,0,"ALERTA","ALERTA"
2019-07-12,2019,7,12,9,122,1.35,8.6,15.4,0,"REGULAR","REGULAR"
2019-07-13,2019,7,13,11,132,1.75,6.6,16.1,0,"REGULAR","REGULAR"
2019-07-14,2019,7,14,13,121,1.73,6.1,16.2,0,"ALERTA","ALERTA"
2019-07-15,2019,7,15,8,149,1.85,7.9,21.8,0,"PRE EMERGENCIA","PREEMERGENCIA"
2019-07-16,2019,7,16,12,115,1.69,8.3,21,0,"ALERTA","ALERTA"
2019-07-17,2019,7,17,6,151,1.75,7.9,16,0,"PRE EMERGENCIA","PREEMERGENCIA"
2019-07-18,2019,7,18,9,123,1.13,10.6,19,0,"ALERTA","ALERTA"
2019-07-19,2019,7,19,5,168,1.79,8.7,17.6,0,"ALERTA","ALERTA"
2019-07-20,2019,7,20,7,148,1.81,10,18,0.2,"ALERTA","ALERTA"
2019-07-21,2019,7,21,14,24,0.47,6.7,7.6,11.9,"REGULAR","REGULAR"
2019-07-22,2019,7,22,10,34,0.57,5.5,11.4,0,"REGULAR","REGULAR"
2019-07-23,2019,7,23,8,87,1.25,3.7,13.2,0,"REGULAR","REGULAR"
2019-07-24,2019,7,24,9,91,1.14,6,17.7,0,"REGULAR","REGULAR"
2019-07-25,2019,7,25,8,84,0.91,8.3,14.4,0,"REGULAR","REGULAR"
2019-07-26,2019,7,26,8,117,1.35,8.3,18.5,0,"REGULAR","REGULAR"
2019-07-27,2019,7,27,7,128,1.8,9.6,17.8,0,"ALERTA","ALERTA"
2019-07-28,2019,7,28,9,103,1.46,8.3,16,1.2,"ALERTA","ALERTA"
2019-07-29,2019,7,29,8,76,1.01,12.6,20.3,0,"REGULAR","REGULAR"
2019-07-30,2019,7,30,9,98,1.46,14.3,24.6,0,"REGULAR","REGULAR"
2019-07-31,2019,7,31,9,57,0.81,10.5,16.4,0,"REGULAR","REGULAR"
2019-08-01,2019,8,1,15,44,0.59,6.7,14.4,0,"BUENO","BUENO"
2019-08-02,2019,8,2,8,92,1.14,6.5,18.8,0,"REGULAR","REGULAR"
2019-08-03,2019,8,3,11,130,2.19,9.4,25,0,"ALERTA","ALERTA"
2019-08-04,2019,8,4,16,95,1.7,11.7,27.5,0,"ALERTA","ALERTA"
2019-08-05,2019,8,5,11,92,1.12,9.5,20.2,0,"REGULAR","REGULAR"
2019-08-06,2019,8,6,13,57,0.42,8.3,12.3,0,"REGULAR","REGULAR"
2019-08-07,2019,8,7,13,45,0.61,7,14.7,0,"BUENO","BUENO"
2019-08-08,2019,8,8,13,60,0.7,5.4,13.7,0,"BUENO","BUENO"
2019-08-09,2019,8,9,12,99,1.14,4.9,15.4,0,"REGULAR","REGULAR"
2019-08-10,2019,8,10,14,113,1.18,8.2,19,0,"REGULAR","REGULAR"
2019-08-11,2019,8,11,18,49,0.46,7.4,15.7,0,"REGULAR","REGULAR"
2019-08-12,2019,8,12,10,78,0.99,6.6,17.7,0,"BUENO","BUENO"
2019-08-13,2019,8,13,7,196,2.19,9.2,24.9,0,"REGULAR","REGULAR"
2019-08-14,2019,8,14,10,116,1.48,12.4,28.1,0,"PRE EMERGENCIA","PREEMERGENCIA"
2019-08-15,2019,8,15,11,75,0.75,9.1,15.4,0,"REGULAR","REGULAR"
2019-08-16,2019,8,16,11,66,0.5,9.7,14.4,0,"BUENO","BUENO"
2019-08-17,2019,8,17,12,61,0.77,8.3,16.7,0,"BUENO","BUENO"
2019-08-18,2019,8,18,6,69,0.83,9.2,13.2,0,"BUENO","BUENO"
2019-08-19,2019,8,19,5,124,1.25,9.7,13.5,0,"BUENO","BUENO"
2019-08-20,2019,8,20,10,110,1.48,15.3,26,0,"REGULAR","REGULAR"
2019-08-21,2019,8,21,7,105,1.07,10.7,16.3,0,"BUENO","BUENO"
2019-08-22,2019,8,22,11,138,1.55,14.2,29,0,"REGULAR","REGULAR"
2019-08-23,2019,8,23,15,116,1.33,15.3,27.4,0,"REGULAR","REGULAR"
