FECHA,ANNO,MES,DIA,ESTADO MP10,"ESTADO MP2,5"
2018-07-26,2018,7,26,REGULAR,ALERTA
2018-07-27,2018,7,27,BUENO,REGULAR
2018-07-28,2018,7,28,BUENO,REGULAR
2018-07-29,2018,7,29,REGULAR,ALERTA
2018-07-30,2018,7,30,BUENO,REGULAR
2018-07-31,2018,7,31,BUENO,REGULAR
2018-08-01,2018,8,1,BUENO,REGULAR
2018-08-02,2018,8,2,BUENO,REGULAR
2018-08-03,2018,8,3,BUENO,REGULAR
2018-08-04,2018,8,4,BUENO,REGULAR
2018-08-05,2018,8,5,REGULAR,ALERTA
2018-08-06,2018,8,6,REGULAR,PREEMERGENCIA
2018-08-07,2018,8,7,BUENO,REGULAR
2018-08-08,2018,8,8,BUENO,REGULAR
2018-08-09,2018,8,9,REGULAR,ALERTA
2018-08-10,2018,8,10,BUENO,REGULAR
2018-08-11,2018,8,11,BUENO,REGULAR
2018-08-12,2018,8,12,BUENO,REGULAR
2018-08-13,2018,8,13,BUENO,REGULAR
2018-08-14,2018,8,14,BUENO,REGULAR
2018-08-15,2018,8,15,BUENO,REGULAR
2018-08-16,2018,8,16,BUENO,REGULAR
2018-08-17,2018,8,17,BUENO,REGULAR
2018-08-18,2018,8,18,BUENO,REGULAR
2018-08-19,2018,8,19,BUENO,REGULAR
2018-08-20,2018,8,20,BUENO,REGULAR
2018-08-21,2018,8,21,BUENO,REGULAR
2018-08-22,2018,8,22,BUENO,REGULAR
2018-08-23,2018,8,23,BUENO,REGULAR
2018-08-24,2018,8,24,BUENO,REGULAR
2018-08-25,2018,8,25,BUENO,REGULAR
2018-08-26,2018,8,26,BUENO,REGULAR
2018-08-27,2018,8,27,BUENO,REGULAR
2018-08-28,2018,8,28,BUENO,BUENO
2018-08-29,2018,8,29,BUENO,BUENO
2018-08-30,2018,8,30,BUENO,BUENO
2018-08-31,2018,8,31,BUENO,BUENO
2019-05-01,2019,5,1,BUENO,BUENO
2019-05-02,2019,5,2,BUENO,BUENO
2019-05-03,2019,5,3,BUENO,BUENO
2019-05-04,2019,5,4,BUENO,BUENO
2019-05-05,2019,5,5,BUENO,BUENO
2019-05-06,2019,5,6,BUENO,BUENO
2019-05-07,2019,5,7,BUENO,BUENO
2019-05-08,2019,5,8,BUENO,BUENO
2019-05-09,2019,5,9,BUENO,BUENO
2019-05-10,2019,5,10,BUENO,BUENO
2019-05-11,2019,5,11,BUENO,REGULAR
2019-05-12,2019,5,12,REGULAR,REGULAR
2019-05-13,2019,5,13,REGULAR,REGULAR
2019-05-14,2019,5,14,REGULAR,REGULAR
2019-05-15,2019,5,15,REGULAR,REGULAR
2019-05-16,2019,5,16,REGULAR,REGULAR
2019-05-17,2019,5,17,REGULAR,REGULAR
2019-05-18,2019,5,18,BUENO,REGULAR
2019-05-19,2019,5,19,BUENO,REGULAR
2019-05-20,2019,5,20,BUENO,REGULAR
2019-05-21,2019,5,21,BUENO,REGULAR
2019-05-22,2019,5,22,BUENO,REGULAR
2019-05-23,2019,5,23,ALERTA,ALERTA
2019-05-24,2019,5,24,ALERTA,ALERTA
2019-05-25,2019,5,25,PREEMERGENCIA,PREEMERGENCIA
2019-05-26,2019,5,26,ALERTA,ALERTA
2019-05-27,2019,5,27,BUENO,BUENO
2019-05-28,2019,5,28,BUENO,BUENO
2019-05-29,2019,5,29,BUENO,BUENO
2019-05-30,2019,5,30,BUENO,BUENO
2019-05-31,2019,5,31,REGULAR,REGULAR
2019-06-01,2019,6,1,REGULAR,REGULAR
2019-06-02,2019,6,2,ALERTA,ALERTA
2019-06-03,2019,6,3,PREEMERGENCIA,PREEMERGENCIA
2019-06-04,2019,6,4,ALERTA,ALERTA
2019-06-05,2019,6,5,ALERTA,ALERTA
2019-06-06,2019,6,6,REGULAR,REGULAR
2019-06-07,2019,6,7,REGULAR,REGULAR
2019-06-08,2019,6,8,ALERTA,ALERTA
2019-06-09,2019,6,9,ALERTA,ALERTA
2019-06-10,2019,6,10,ALERTA,ALERTA
2019-06-11,2019,6,11,ALERTA,ALERTA
2019-06-12,2019,6,12,REGULAR,REGULAR
2019-06-13,2019,6,13,BUENO,BUENO
2019-06-14,2019,6,14,BUENO,BUENO
2019-06-15,2019,6,15,BUENO,BUENO
2019-06-16,2019,6,16,REGULAR,REGULAR
2019-06-17,2019,6,17,REGULAR,REGULAR
2019-06-18,2019,6,18,REGULAR,REGULAR
2019-06-19,2019,6,19,PREEMERGENCIA,PREEMERGENCIA
2019-06-20,2019,6,20,PREEMERGENCIA,PREEMERGENCIA
2019-06-21,2019,6,21,PREEMERGENCIA,PREEMERGENCIA
2019-06-22,2019,6,22,PREEMERGENCIA,PREEMERGENCIA
2019-06-23,2019,6,23,PREEMERGENCIA,PREEMERGENCIA
2019-06-24,2019,6,24,REGULAR,REGULAR
2019-06-25,2019,6,25,REGULAR,REGULAR
2019-06-26,2019,6,26,REGULAR,REGULAR
2019-06-27,2019,6,27,REGULAR,REGULAR
2019-06-28,2019,6,28,REGULAR,REGULAR
2019-06-29,2019,6,29,BUENO,BUENO
2019-06-30,2019,6,30,REGULAR,REGULAR
2019-07-01,2019,7,1,REGULAR,REGULAR
2019-07-02,2019,7,2,ALERTA,ALERTA
2019-07-03,2019,7,3,REGULAR,REGULAR
2019-07-04,2019,7,4,REGULAR,REGULAR
2019-07-05,2019,7,5,ALERTA,ALERTA
2019-07-06,2019,7,6,PREEMERGENCIA,PREEMERGENCIA
2019-07-07,2019,7,7,ALERTA,ALERTA
2019-07-08,2019,7,8,REGULAR,REGULAR
2019-07-09,2019,7,9,REGULAR,REGULAR
2019-07-10,2019,7,10,REGULAR,REGULAR
2019-07-11,2019,7,11,ALERTA,ALERTA
2019-07-13,2019,7,13,REGULAR,REGULAR
2019-07-14,2019,7,14,ALERTA,ALERTA
2019-07-15,2019,7,15,PREEMERGENCIA,PREEMERGENCIA
2019-07-16,2019,7,16,ALERTA,ALERTA
2019-07-17,2019,7,17,PREEMERGENCIA,PREEMERGENCIA
2019-07-18,2019,7,18,ALERTA,ALERTA
2019-07-19,2019,7,19,ALERTA,ALERTA
2019-07-20,2019,7,20,ALERTA,ALERTA
2019-07-21,2019,7,21,REGULAR,REGULAR
2019-07-22,2019,7,22,REGULAR,REGULAR
2019-07-23,2019,7,23,REGULAR,REGULAR
2019-07-24,2019,7,24,REGULAR,REGULAR
2019-07-25,2019,7,25,REGULAR,REGULAR
2019-07-26,2019,7,26,REGULAR,REGULAR
2019-07-27,2019,7,27,ALERTA,ALERTA
2019-07-28,2019,7,28,ALERTA,ALERTA
2019-07-29,2019,7,29,REGULAR,REGULAR
2019-07-30,2019,7,30,REGULAR,REGULAR
2019-07-31,2019,7,31,REGULAR,REGULAR
2019-08-01,2019,8,1,BUENO,BUENO
2019-08-02,2019,8,2,REGULAR,REGULAR
2019-08-03,2019,8,3,ALERTA,ALERTA
2019-08-04,2019,8,4,ALERTA,ALERTA
2019-08-05,2019,8,5,REGULAR,REGULAR
2019-08-06,2019,8,6,REGULAR,REGULAR
2019-08-07,2019,8,7,BUENO,BUENO
2019-08-08,2019,8,8,BUENO,BUENO
2019-08-09,2019,8,9,REGULAR,REGULAR
2019-08-10,2019,8,10,REGULAR,REGULAR
2019-08-11,2019,8,11,REGULAR,REGULAR
2019-08-12,2019,8,12,BUENO,BUENO
2019-08-13,2019,8,13,REGULAR,REGULAR
2019-08-14,2019,8,14,PREEMERGENCIA,PREEMERGENCIA
2019-08-15,2019,8,15,REGULAR,REGULAR
2019-08-16,2019,8,16,BUENO,BUENO
2019-08-17,2019,8,17,BUENO,BUENO
2019-08-18,2019,8,18,BUENO,BUENO
2019-08-19,2019,8,19,BUENO,BUENO
2019-08-20,2019,8,20,REGULAR,REGULAR
2019-08-21,2019,8,21,BUENO,BUENO
2019-08-22,2019,8,22,REGULAR,REGULAR
2019-08-23,2019,8,23,REGULAR,REGULAR
2019-08-24,2019,8,24,REGULAR,REGULAR
2019-08-25,2019,8,25,BUENO,BUENO
2019-08-26,2019,8,26,BUENO,BUENO
2019-08-27,2019,8,27,BUENO,BUENO
2019-08-28,2019,8,28,BUENO,BUENO
2019-08-29,2019,8,29,BUENO,BUENO
2019-08-30,2019,8,30,BUENO,BUENO
2019-08-31,2019,8,31,BUENO,BUENO
2019-07-12,2019,7,12,REGULAR,REGULAR
