Fecha;anno;mes;dia;O3;MP10;CO;SO2;MP25;NO2;Tmedia;Tmax;Precipitaciones
970402;1997;4;2;18,875;111,565;#N/A;#N/A;#N/A;#N/A;17,6;27,5;0
970403;1997;4;3;14,2083;141,333;#N/A;#N/A;#N/A;#N/A;16;27,2;0
970404;1997;4;4;30,4545;156,95;#N/A;#N/A;#N/A;#N/A;17,6;31,1;0
970405;1997;4;5;0;0;#N/A;#N/A;#N/A;#N/A;16,9;29,6;0
970406;1997;4;6;0;0;#N/A;#N/A;#N/A;#N/A;15,2;25,6;0
970407;1997;4;7;0;0;#N/A;#N/A;#N/A;#N/A;16;27;0
970408;1997;4;8;20;131,292;1,1875;#N/A;#N/A;#N/A;14,8;23,3;0
970409;1997;4;9;33,1666;176;2,225;#N/A;#N/A;#N/A;17,1;28,7;0
970410;1997;4;10;31,1667;198,333;3,37083;#N/A;#N/A;#N/A;18;31,8;0
970411;1997;4;11;27,5833;162,042;1,98333;#N/A;#N/A;#N/A;16,4;29;0
970412;1997;4;12;25,375;140,583;1,82083;#N/A;#N/A;#N/A;15,5;26,3;0
970413;1997;4;13;28,5;134,5;2,17916;#N/A;#N/A;#N/A;16,1;27;0
970414;1997;4;14;22,5;108,292;1,84583;#N/A;#N/A;#N/A;17,4;28,5;0
970415;1997;4;15;22,0417;113,167;1,1125;#N/A;#N/A;#N/A;17,5;27,9;0
970416;1997;4;16;19,7083;119,75;1,075;#N/A;#N/A;#N/A;16;25,4;0
970417;1997;4;17;10,1667;126,917;1,75;#N/A;#N/A;#N/A;13,7;18,2;0
970418;1997;4;18;11,375;112,708;1,70416;#N/A;#N/A;#N/A;14,6;19,7;0
970419;1997;4;19;18,75;101,25;1,22916;#N/A;#N/A;#N/A;13,9;22,8;0
970420;1997;4;20;20,6667;110,667;1,52917;#N/A;#N/A;#N/A;15,4;23,7;0
970421;1997;4;21;17,125;84,125;0,599998;#N/A;#N/A;#N/A;15,8;23,8;0
970422;1997;4;22;8,04166;176,042;1,64166;#N/A;#N/A;#N/A;16,2;20,5;0
970423;1997;4;23;0;118,583;2,7375;#N/A;#N/A;#N/A;16,8;20,8;0,5
970424;1997;4;24;0;53,625;0,375;#N/A;#N/A;#N/A;17,5;24,1;0
970425;1997;4;25;14,8333;138,917;2,12083;#N/A;#N/A;#N/A;16,1;27,3;0
970426;1997;4;26;6,20833;121,13;2,66249;#N/A;#N/A;#N/A;14,7;22,5;0
970427;1997;4;27;13,4167;126,739;3,18333;#N/A;#N/A;#N/A;15,5;27,2;0
970428;1997;4;28;13,0833;185,833;4,03749;#N/A;#N/A;#N/A;16;28,1;0
970429;1997;4;29;5,79166;161,792;2,51666;#N/A;#N/A;#N/A;15,6;22;0
970430;1997;4;30;9,33333;179,125;4,03333;#N/A;#N/A;#N/A;15,6;22,8;0
970501;1997;5;1;20,7083;161,409;2,375;#N/A;#N/A;#N/A;15,2;25,4;0
970502;1997;5;2;13,8636;182,545;2,32083;#N/A;#N/A;#N/A;15,3;26,2;0
970503;1997;5;3;28,9583;196,25;3,35833;#N/A;#N/A;#N/A;15,8;30,4;0
970504;1997;5;4;21,5833;135,458;2,38333;#N/A;#N/A;#N/A;13;23,7;0
970505;1997;5;5;20,7083;200,25;3,09166;#N/A;#N/A;#N/A;12,9;22,1;0
970506;1997;5;6;27,4583;295,75;5,26665;#N/A;#N/A;#N/A;14,4;29;0
970507;1997;5;7;17,2083;188,792;2,38333;#N/A;#N/A;#N/A;12,4;20,4;0
970508;1997;5;8;15,9583;168,75;2,4125;#N/A;#N/A;#N/A;12,4;21;0
970509;1997;5;9;16,6667;218,583;2,79583;#N/A;#N/A;#N/A;13,6;23;0
970510;1997;5;10;17,375;233,875;5,18333;#N/A;#N/A;#N/A;15,3;21,8;0
970511;1997;5;11;28,875;196,25;3,14166;#N/A;#N/A;#N/A;14,1;23,5;0
970512;1997;5;12;6,20833;120,708;1,69166;#N/A;#N/A;#N/A;11,3;14,4;0
970513;1997;5;13;17,2083;194,958;3,82916;#N/A;#N/A;#N/A;12,5;22,1;0
970514;1997;5;14;10,2105;0;2,17368;#N/A;#N/A;#N/A;15;23,2;0
970515;1997;5;15;18,5833;154,667;3,53333;#N/A;#N/A;#N/A;14,4;22,1;0,1
970516;1997;5;16;6;67,625;0,858332;#N/A;#N/A;#N/A;13,8;17,6;0,1
970517;1997;5;17;4;86,9583;1,9375;#N/A;#N/A;#N/A;13,4;16,3;6,1
970518;1997;5;18;5,66666;16,8333;0,774999;#N/A;#N/A;#N/A;10,4;11,1;29,5
970519;1997;5;19;8,125;73,3635;2,0625;#N/A;#N/A;#N/A;9,1;17,3;0
970520;1997;5;20;6,66666;101,917;2,175;#N/A;#N/A;#N/A;10,2;13,6;10,5
970521;1997;5;21;15,5417;52;0,999998;#N/A;#N/A;#N/A;8,2;14,5;0
970522;1997;5;22;17,1304;213,565;6,34999;#N/A;#N/A;#N/A;7,5;18,6;0
970523;1997;5;23;15,25;146,833;5,84166;#N/A;#N/A;#N/A;10,2;20,9;0
970524;1997;5;24;18,6667;165,042;4,89999;#N/A;#N/A;#N/A;9,4;17,8;0
970525;1997;5;25;16,4167;177,25;5,40416;#N/A;#N/A;#N/A;11,3;16,2;0
970526;1997;5;26;6,70833;134,792;3,19166;#N/A;#N/A;#N/A;11,8;17;0
970527;1997;5;27;8,875;193,167;5,95833;#N/A;#N/A;#N/A;12,6;20,7;0
970528;1997;5;28;2,125;178,583;5,03333;#N/A;#N/A;#N/A;12,3;17;17,7
970529;1997;5;29;2,125;22,5;1,5875;#N/A;#N/A;#N/A;10,8;11,9;50,9
970530;1997;5;30;2,875;35,875;2,20416;#N/A;#N/A;#N/A;10,5;11,8;11,2
970531;1997;5;31;2,375;142,583;5,925;#N/A;#N/A;#N/A;10,1;14;0
970601;1997;6;1;12,4583;163,625;6,64999;#N/A;#N/A;#N/A;10,6;18;0
970602;1997;6;2;0;144,13;4,15416;#N/A;#N/A;#N/A;10,9;18,1;0
970603;1997;6;3;0;117,583;4,39999;#N/A;#N/A;#N/A;11,6;13,8;28,5
970604;1997;6;4;3,41666;17,9583;0,712499;#N/A;#N/A;#N/A;11,8;14,5;8,4
970605;1997;6;5;7,125;42,8333;0,870832;#N/A;#N/A;#N/A;8,7;14,2;0
970606;1997;6;6;8,375;238,273;5,56666;#N/A;#N/A;#N/A;7,6;16,6;0
970607;1997;6;7;10,9167;182,333;6,51665;#N/A;#N/A;#N/A;9,4;20,2;0
970608;1997;6;8;6,58333;188,25;7,62499;#N/A;#N/A;#N/A;12,1;16,9;0
970609;1997;6;9;2,21739;145;3,01666;#N/A;#N/A;#N/A;10,6;13,2;0
970610;1997;6;10;5,875;124,5;3,20833;#N/A;#N/A;#N/A;12,1;18,1;15
970611;1997;6;11;1,95833;48,7083;2,23333;#N/A;#N/A;#N/A;11,6;14,4;33,4
970612;1997;6;12;5,66666;16,5;0,612499;#N/A;#N/A;#N/A;9,4;11,6;11,9
970613;1997;6;13;7,66666;73,4583;1,58695;#N/A;#N/A;#N/A;8,8;13,8;1,2
970614;1997;6;14;3,91666;42;2,425;#N/A;#N/A;#N/A;8,6;9,9;8,9
970615;1997;6;15;1,125;91,3333;5,49166;#N/A;#N/A;#N/A;9,6;12,4;0,6
970616;1997;6;16;4,83333;99,7083;4,85833;#N/A;#N/A;#N/A;12,7;17,7;0
970617;1997;6;17;5,5;112,391;3,4625;#N/A;#N/A;#N/A;13,2;17,9;0,7
970618;1997;6;18;2,25;75,375;2,51666;#N/A;#N/A;#N/A;11,4;14,7;5
970619;1997;6;19;4,08333;82,2083;3,89999;#N/A;#N/A;#N/A;9,4;11,4;29,3
970620;1997;6;20;11,1667;13,9167;0,583332;#N/A;#N/A;#N/A;12;14,1;23,2
970621;1997;6;21;7,58333;13,2083;0,549999;#N/A;#N/A;#N/A;9,1;10,2;31,6
970622;1997;6;22;5,41666;17,3333;0,679166;#N/A;#N/A;#N/A;10,2;13;43,1
970623;1997;6;23;3,91666;37,8333;1,69583;#N/A;#N/A;#N/A;7,8;10;18,2
970624;1997;6;24;6,66666;73,5833;2,79166;#N/A;#N/A;#N/A;8,8;13,8;0
970625;1997;6;25;8,04166;113,208;2,9375;#N/A;#N/A;#N/A;6,5;13,4;0
970626;1997;6;26;6,79166;125,375;2,85416;#N/A;#N/A;#N/A;5;12,3;0
970627;1997;6;27;9,125;140,917;3,12916;#N/A;#N/A;#N/A;4,5;12,6;0
970628;1997;6;28;11,8333;166,542;3,74166;#N/A;#N/A;#N/A;4,6;13,4;0
970629;1997;6;29;13,625;192,667;5,28333;#N/A;#N/A;#N/A;4,3;14,8;0
970630;1997;6;30;8,57143;248,304;7,78094;#N/A;#N/A;#N/A;6;18,1;0
970701;1997;7;1;7,43478;107,391;3,62608;#N/A;#N/A;#N/A;5,3;12;0
970702;1997;7;2;6,125;155,667;3,6875;#N/A;#N/A;#N/A;6,5;13,3;0
970703;1997;7;3;2,5;164,917;3,65833;#N/A;#N/A;#N/A;9,1;14,2;0
970704;1997;7;4;9,08333;219,5;7,39166;#N/A;#N/A;#N/A;8,8;19,6;0
970705;1997;7;5;9,54166;143,542;4,59999;#N/A;#N/A;#N/A;9,3;17;0
970706;1997;7;6;13,2917;120,25;3,62083;#N/A;#N/A;#N/A;9,4;17,2;0
970707;1997;7;7;4,29166;97,0833;1,75833;#N/A;#N/A;#N/A;10,5;12,8;0
970708;1997;7;8;2,70833;154,583;3,68333;#N/A;#N/A;#N/A;9,1;12,8;0
970709;1997;7;9;5,5;123;3,62083;#N/A;#N/A;#N/A;8,6;12,8;0
970710;1997;7;10;4,33333;152,913;3,34999;#N/A;#N/A;#N/A;8,9;13,3;0
970711;1997;7;11;9,41666;119,125;3,79583;#N/A;#N/A;#N/A;9,1;17;16,2
970712;1997;7;12;7,25;35,4583;1,33333;#N/A;#N/A;#N/A;10,7;16,1;0
970713;1997;7;13;11,5833;106,609;4;#N/A;#N/A;#N/A;8,6;18,8;0
970714;1997;7;14;2,79166;175,125;5,19582;#N/A;#N/A;#N/A;8,6;15,8;0
970715;1997;7;15;8,43477;125,696;4,06956;#N/A;#N/A;#N/A;9,4;16,4;0
970716;1997;7;16;8,70833;171,167;4,31249;#N/A;#N/A;#N/A;6,8;15,1;0
970717;1997;7;17;4,54166;281,625;7,27499;#N/A;#N/A;#N/A;7,4;16,2;0
970718;1997;7;18;8,45833;204,833;7,67082;#N/A;#N/A;#N/A;6,3;12,7;0
970719;1997;7;19;16,5;229,625;7,44166;38,4266;#N/A;#N/A;8,8;19,8;0
970720;1997;7;20;12,375;145,917;6,59166;38,3175;#N/A;#N/A;10,1;22,4;0
970721;1997;7;21;2,83333;200,75;4,87916;53,055;#N/A;#N/A;11,8;17,4;0
970722;1997;7;22;9,39999;260,952;7,56499;57,116;#N/A;#N/A;9,9;18;0
970723;1997;7;23;13,5714;215,631;7,19999;61,3318;#N/A;#N/A;10,9;22,2;0
970724;1997;7;24;3,75;246,708;4,92916;65,5;#N/A;#N/A;10,4;17,7;0
970725;1997;7;25;8,95833;271,5;6,22499;67,3558;#N/A;#N/A;14,2;21;0
970726;1997;7;26;4;218,667;6,84166;56,4391;#N/A;#N/A;12,5;20,3;0
970727;1997;7;27;13,9583;81,9583;4,54166;32,2041;#N/A;#N/A;9,7;19;0
970728;1997;7;28;8,91666;39,875;0,283333;8,99912;#N/A;#N/A;11,1;13,8;0
970729;1997;7;29;4,625;53,9166;0,929165;20,305;#N/A;#N/A;9,3;15,6;7,1
970730;1997;7;30;2,16666;16,8333;0,649999;8,73333;#N/A;#N/A;10,8;12,5;36
970731;1997;7;31;6,70833;25,0833;1,0625;15,2833;#N/A;#N/A;9,2;13;0,9
970801;1997;8;1;8,5;55,2609;1,06667;22,8905;#N/A;#N/A;8,5;14,2;0
970802;1997;8;2;5,41666;78,6086;1,65;0;#N/A;#N/A;5,3;11,2;0
970803;1997;8;3;13,1739;84,7083;1,4913;0;#N/A;#N/A;3,9;12,6;0
970804;1997;8;4;6,41666;226,708;4,49166;0;#N/A;#N/A;4;12,2;0
970805;1997;8;5;12,5652;248,125;6,26086;64,0191;#N/A;#N/A;9,9;17,6;0
970806;1997;8;6;17,4167;186,417;3,52916;51,7165;#N/A;#N/A;10,6;22;0
970807;1997;8;7;15,6667;229,333;6,34166;52,8366;#N/A;#N/A;12,3;26,7;0
970808;1997;8;8;16,2917;164,75;4,30833;67,5741;#N/A;#N/A;12,5;25,6;0
970809;1997;8;9;17,7391;154,5;5,01304;48,9826;#N/A;#N/A;13,4;28,7;0
970810;1997;8;10;18,9565;176;5,21304;43,5147;#N/A;#N/A;13,9;26,6;0
970811;1997;8;11;17,875;168,25;4,1125;50,1075;#N/A;#N/A;14,1;25,8;0
970812;1997;8;12;12,875;146,333;3,075;35,6975;#N/A;#N/A;15,9;26;0
970813;1997;8;13;3,04166;89,8333;0,687499;13,3183;#N/A;#N/A;12,6;16,2;0
970814;1997;8;14;2,45833;121,333;1,475;19,9775;#N/A;#N/A;12,9;15,4;0
970815;1997;8;15;1,875;94,3333;2,27916;19,9775;#N/A;#N/A;11,7;14,7;10,1
970816;1997;8;16;2,5;17,5454;0,974999;11,5717;#N/A;#N/A;10,2;12;54,2
970817;1997;8;17;6,82608;11,6087;0,265217;8,99912;#N/A;#N/A;9,7;13,4;23,2
970818;1997;8;18;6,91304;24,6956;0,969564;12,9809;#N/A;#N/A;7,1;8,8;5,6
970819;1997;8;19;8,875;65,8333;1,275;12,8817;#N/A;#N/A;7,2;13,6;0
970820;1997;8;20;11,7917;97,5652;2,425;28,3833;#N/A;#N/A;6,1;14,2;0
970821;1997;8;21;14,4167;122,25;2,82916;34,715;#N/A;#N/A;6,8;16,3;0
970822;1997;8;22;13;132,458;2,83333;38,3175;#N/A;#N/A;8,2;16,6;0
970823;1997;8;23;24,2917;130,458;2,1125;32,6408;#N/A;#N/A;11,2;20,7;0
970824;1997;8;24;18,25;139,75;2,775;47,2691;#N/A;#N/A;13;20,2;0
970825;1997;8;25;20,0417;165,792;3,72083;76,5258;#N/A;#N/A;14,8;25,5;0
970826;1997;8;26;20,5417;171,75;3,99583;71,9408;#N/A;#N/A;16,1;26,7;0
970827;1997;8;27;25,75;156,167;2,55416;64,7358;#N/A;#N/A;16,3;28,1;0
970828;1997;8;28;18,7917;152,708;2,54166;41,5925;#N/A;#N/A;15,8;26,3;0
970829;1997;8;29;11,2917;107,875;2,19166;34,1691;#N/A;#N/A;14,9;21,8;0
970830;1997;8;30;2,5;70,4583;0,616666;9,06083;#N/A;#N/A;12,8;14;1,2
970831;1997;8;31;1,54167;41,7083;1,3125;12,445;#N/A;#N/A;11,5;13,6;4,6
970901;1997;9;1;3,125;83,5833;1,99583;19,9775;#N/A;#N/A;13,4;17,8;0
970902;1997;9;2;2,58333;80,2916;1,45;25,6541;#N/A;#N/A;12;14,3;14,2
970903;1997;9;3;3,16666;31,7083;1,37083;0;#N/A;#N/A;11,7;14,4;19,5
970904;1997;9;4;1,45833;55;2,00833;0;#N/A;#N/A;11,9;13,6;2
970905;1997;9;5;2,625;133,375;3,8;0;#N/A;#N/A;13,6;20;0
970906;1997;9;6;3,33333;61,5;1,30833;0;#N/A;#N/A;13;19,3;20,1
970907;1997;9;7;16,9167;11,5417;0,133333;0;#N/A;#N/A;10,8;13,8;4,6
970908;1997;9;8;13,7083;26,3913;0,291666;0;#N/A;#N/A;11;16,7;0
970909;1997;9;9;15,0417;33,25;0,170833;13,9733;#N/A;#N/A;10,4;16;0
970910;1997;9;10;16,375;71,9166;1,03333;19,3225;#N/A;#N/A;9,1;17,9;0
970911;1997;9;11;17,4583;36,7083;0,362499;20,7417;#N/A;#N/A;9,6;14,6;0
970912;1997;9;12;18,85;48,1904;0,180952;9,69399;#N/A;#N/A;10,2;15,9;0
970913;1997;9;13;18,1818;91,1304;1,16818;32,5118;#N/A;#N/A;8,7;16,4;0
970914;1997;9;14;16,5652;134,682;2,03913;36,1104;#N/A;#N/A;10,8;20,7;0
970915;1997;9;15;25,2917;260,333;3,33333;51,745;#N/A;#N/A;13,1;26,2;0
970916;1997;9;16;29,4583;213,875;4,69582;42,2475;#N/A;#N/A;17,1;29,4;0
970917;1997;9;17;22,4167;163,667;4,09166;36,1341;#N/A;#N/A;18,9;31,6;0
970918;1997;9;18;9,71428;66,5;1,67619;19,3381;#N/A;#N/A;13,9;18,9;12,6
970919;1997;9;19;10,8182;35,9091;0,45238;7,86;#N/A;#N/A;13,7;18,2;0
970920;1997;9;20;16,4583;69,625;1,6;7,31416;#N/A;#N/A;14;22,1;0
970921;1997;9;21;21,2083;73,25;0,720832;15,8292;#N/A;#N/A;16,3;23,6;0
970922;1997;9;22;12,8571;34,65;0,190476;5,24;#N/A;#N/A;16,2;21,8;0
970923;1997;9;23;14,9167;43;0,158333;6,33166;#N/A;#N/A;15,3;21;0
970924;1997;9;24;20,5;70,1666;0,308332;15,1742;#N/A;#N/A;14,9;21,1;0
970925;1997;9;25;19,25;131,208;1,4625;16,9208;#N/A;#N/A;13,9;24,6;0
970926;1997;9;26;6,79166;105,208;1,4625;24,7808;#N/A;#N/A;13,4;17,9;9
970927;1997;9;27;9,91666;17,2917;0,195833;4,03917;#N/A;#N/A;9,8;10,4;3,5
970928;1997;9;28;15,625;51,1666;0,895832;8,95166;#N/A;#N/A;12,8;19,3;0
970929;1997;9;29;15,7917;63,4348;1,09583;12,1175;#N/A;#N/A;13,4;21,8;0
970930;1997;9;30;16,2917;53,5;0,3375;13,755;#N/A;#N/A;15,7;23,3;0
971001;1997;10;1;23,0417;77,6666;0,799999;13,1;#N/A;#N/A;15,8;24,8;0
971002;1997;10;2;7,20833;27,8333;0,387499;11,8992;#N/A;#N/A;12,9;15,1;6,6
971003;1997;10;3;9,875;38,25;0,979166;8,73333;#N/A;#N/A;10,8;18;7,9
971004;1997;10;4;7,75;19,1667;0,525;9,71583;#N/A;#N/A;8,1;9,7;9,3
971005;1997;10;5;15,3333;36,5416;0,512499;6,98666;#N/A;#N/A;10,5;16,6;0
971006;1997;10;6;17,1667;67,0416;0,712499;28,3833;#N/A;#N/A;11,9;21,2;0
971007;1997;10;7;17,4167;97,875;0,795833;30,13;#N/A;#N/A;14,3;20,8;0
971008;1997;10;8;17,2917;62,9583;0,424999;14,6283;#N/A;#N/A;14;22,3;0
971009;1997;10;9;21,125;58,4583;0,175;8,95166;#N/A;#N/A;13,2;18,8;0
971010;1997;10;10;15,8333;46,375;0,424999;8,8425;#N/A;#N/A;12,3;18,9;0
971011;1997;10;11;12,5833;65,8333;0,916666;12,8817;#N/A;#N/A;12,5;18,7;0
971012;1997;10;12;16,0417;51,2083;0,245833;3,16583;#N/A;#N/A;15;21,1;0,9
971013;1997;10;13;10,4783;23,1304;0,469564;9,89777;#N/A;#N/A;14,8;20,3;35,4
971014;1997;10;14;11,2609;35,826;0,5875;5,34916;#N/A;#N/A;12,3;19;0
971015;1997;10;15;14,0435;42,0454;0,813636;12,445;#N/A;#N/A;13,4;21;0
971016;1997;10;16;16,5;49,625;0,237499;12,5542;#N/A;#N/A;14,6;22,1;0
971017;1997;10;17;17,875;52,4166;0,2125;15,8292;#N/A;#N/A;14,8;22,2;0
971018;1997;10;18;19,7083;60,6666;0,129166;7,86;#N/A;#N/A;14,5;20,4;0
971019;1997;10;19;24,875;60,4166;0,0999998;7,31416;#N/A;#N/A;15,7;22,1;0
971020;1997;10;20;22,8333;65,375;0,266666;9,38833;#N/A;#N/A;16,5;24,5;0
971021;1997;10;21;21,4583;78,2083;0,479166;27,51;#N/A;#N/A;16,9;24,4;0
971022;1997;10;22;16,4583;62,9583;0,225;6,11333;#N/A;#N/A;16,2;22,9;0
971023;1997;10;23;24,4167;78,0416;0,379166;45,85;#N/A;#N/A;16,7;25,7;0
971024;1997;10;24;20,4583;65,7916;0,3125;8,62416;#N/A;#N/A;16,3;23,6;0
971025;1997;10;25;20,125;40,875;0,129166;4,9125;#N/A;#N/A;16,3;24,8;0
971026;1997;10;26;14,7917;47,2083;0,108333;5,67666;#N/A;#N/A;11,9;15,5;0
971027;1997;10;27;16,375;44,125;0,25;6,2225;#N/A;#N/A;11,9;19,4;0
971028;1997;10;28;19,375;38,75;0,108333;4,69416;#N/A;#N/A;11,7;17,1;0
971029;1997;10;29;21,0833;42,5416;0,170833;4,585;#N/A;#N/A;11,5;19,5;0
971030;1997;10;30;21,0417;40,2083;0,133333;5,02166;#N/A;#N/A;12,2;19,3;0
971031;1997;10;31;28,2083;91,2916;0,524999;16,375;#N/A;#N/A;15,6;27,1;0
971101;1997;11;1;19,2083;76,9166;0,687499;13,3183;#N/A;#N/A;14,5;20,9;0
971102;1997;11;2;25,5833;64,9583;0,104166;7,31416;#N/A;#N/A;16,1;23,3;0
971103;1997;11;3;20;59,6666;0,275;8,1875;#N/A;#N/A;14,6;20,9;1
971104;1997;11;4;18,8333;53,5416;0,370833;13,1;#N/A;#N/A;14,8;20,5;0
971105;1997;11;5;15,875;77,0833;0,808332;11,6808;#N/A;#N/A;16,4;20,3;0
971106;1997;11;6;17,5833;113,083;1,875;22,5975;#N/A;#N/A;17,7;24,8;0
971107;1997;11;7;28,625;66,4166;0,999999;11,0258;#N/A;#N/A;20,2;28,5;0
971108;1997;11;8;17,9583;63,0833;0,395833;10,5892;#N/A;#N/A;17,3;24,7;0
971109;1997;11;9;18,125;86,5;1,0125;8,29666;#N/A;#N/A;16,1;25;0
971110;1997;11;10;18,375;34,6666;0,0999998;3,38416;#N/A;#N/A;16,6;23,5;0
971111;1997;11;11;18,4583;44,75;0,1125;5,02166;#N/A;#N/A;15,6;22,3;2,6
971112;1997;11;12;14,5417;30,25;0,1875;3,49333;#N/A;#N/A;12,5;18;0
971113;1997;11;13;20,1667;54,4583;0,245833;36,5708;#N/A;#N/A;15,3;24;0
971114;1997;11;14;23,2083;62,0833;0,295833;17,4667;#N/A;#N/A;17;25,8;0
971115;1997;11;15;26,5652;54,1818;0,2125;13,2092;#N/A;#N/A;18,3;27,2;0
971116;1997;11;16;23,1667;44,0833;0,133333;7,5325;#N/A;#N/A;17,6;25,6;0
971117;1997;11;17;26,625;61,6666;0,258333;10,5892;#N/A;#N/A;18,8;27,8;0
971118;1997;11;18;29,2083;72,9091;0,3375;13,8974;#N/A;#N/A;19,4;28,7;0
971119;1997;11;19;21,2917;61,875;0,145833;7,96916;#N/A;#N/A;18;25,2;0
971120;1997;11;20;22,125;70,125;0,216666;15,065;#N/A;#N/A;18,5;26,3;0
971121;1997;11;21;25,9167;77,0416;0,370833;43,0116;#N/A;#N/A;20,2;29;0
971122;1997;11;22;24;86,2916;0,254166;24,3441;#N/A;#N/A;21,4;30,7;0
971123;1997;11;23;28,0833;85,9166;0,195833;21,0691;#N/A;#N/A;21,5;30,5;0
971124;1997;11;24;16,2083;66,75;0,204166;9,34087;#N/A;#N/A;18,9;24,4;0
971125;1997;11;25;15,7917;54,875;0,133333;9,17;#N/A;#N/A;15,3;21,8;0
971126;1997;11;26;18,1667;47,125;0,120833;0;#N/A;#N/A;16,8;24,5;0
971127;1997;11;27;20,9583;74,5833;0;0;#N/A;#N/A;18,1;27;0
971128;1997;11;28;22,9583;76,6666;0;0;#N/A;#N/A;19,7;29,2;0
971129;1997;11;29;17,5833;68,4166;0;0;#N/A;#N/A;18,2;26,1;0
971130;1997;11;30;22,7917;71,375;0;0;#N/A;#N/A;20,4;29,4;0
971201;1997;12;1;20,9167;65,5;0;0;#N/A;#N/A;19,8;28;0
971202;1997;12;2;18,7083;60,125;0;0;#N/A;#N/A;18,5;26,1;0
971203;1997;12;3;22,6667;86,5833;0;0;#N/A;#N/A;20;29,2;0
971204;1997;12;4;23,0417;72,0416;0;0;#N/A;#N/A;20,8;29,6;0
971205;1997;12;5;26,875;89,25;0;0;#N/A;#N/A;21,5;31;0
971206;1997;12;6;29;88,4166;0,220833;0;#N/A;#N/A;21,9;32,3;0
971207;1997;12;7;30,5;80,125;0,320833;0;#N/A;#N/A;23;33,2;0
971208;1997;12;8;26,6667;74,125;0,158333;0;#N/A;#N/A;22,7;32;0
971209;1997;12;9;18,125;62,875;0,179166;0;#N/A;#N/A;19,1;25,4;0
971210;1997;12;10;16,3333;70,375;0,329166;0;#N/A;#N/A;18,5;23;0
971211;1997;12;11;16,2083;42,2916;0,0999998;0;#N/A;#N/A;17,2;23,6;0
971212;1997;12;12;7,29166;33,5416;0,683332;0;#N/A;#N/A;15;17,5;1,9
971213;1997;12;13;19,8333;104,292;1,32083;0;#N/A;#N/A;18,8;28;0
971214;1997;12;14;30,7917;92,4583;1,29167;0;#N/A;#N/A;22;32;0
971215;1997;12;15;25;74;0,412499;0;#N/A;#N/A;22,1;31,4;0
971216;1997;12;16;17,1667;59,0416;0,154166;0;#N/A;#N/A;16,8;22,4;0
971217;1997;12;17;21,0833;56,75;0,1375;0;#N/A;#N/A;18,3;25;0
971218;1997;12;18;24,7917;60,0416;0,15;0;#N/A;#N/A;18,4;27;0
971219;1997;12;19;24,9583;70,5;0,208333;34,4966;#N/A;#N/A;19;27,2;0
971220;1997;12;20;23,9167;58,8333;0,154166;31,3308;#N/A;#N/A;19,1;28,4;0
971221;1997;12;21;11,4783;40,6956;0,217391;21,746;#N/A;#N/A;15,5;17;0
971222;1997;12;22;21,3333;56,0833;0,629166;0;#N/A;#N/A;19,5;28,6;0
971223;1997;12;23;29;65,8695;0,470832;14,9558;#N/A;#N/A;21,5;31;0
971224;1997;12;24;30,6667;64,875;0,408333;46,8325;#N/A;#N/A;22,6;32,2;0
971225;1997;12;25;20,125;82,7083;0,495832;9,60666;#N/A;#N/A;20,3;26,6;0
971226;1997;12;26;13,1905;25,75;0,0999998;9,17;#N/A;#N/A;18,8;24,8;0
971227;1997;12;27;19,7083;50,7916;0,1125;7,09583;#N/A;#N/A;18,9;27,3;0
971228;1997;12;28;24,875;71,6666;0,258333;11,4625;#N/A;#N/A;19,9;29,1;0
971229;1997;12;29;17,2273;69,7916;0,233333;9,06083;#N/A;#N/A;19,5;29,6;0
971230;1997;12;30;19,2609;71,25;0,279166;12,6633;#N/A;#N/A;19,9;28,9;0
971231;1997;12;31;20,7917;33,625;0,116666;7,205;#N/A;#N/A;18,7;24,3;0
980101;1998;1;1;28,625;69,9166;0,512499;6,33166;#N/A;#N/A;20,1;29,5;0
980102;1998;1;2;24,375;61,5;0,216666;7,5325;#N/A;#N/A;22,2;31,2;0
980103;1998;1;3;30,125;61;0,183333;6,98666;#N/A;#N/A;23,1;32,8;0
980104;1998;1;4;26,875;78,75;0,283333;13,6458;#N/A;#N/A;23,1;32,4;0
980105;1998;1;5;22,7917;69;0,25;9,38833;#N/A;#N/A;22,8;31,4;0
980106;1998;1;6;26,4782;84,2083;0,212499;23,2525;#N/A;#N/A;22;31,4;0
980107;1998;1;7;29,8333;103,792;0,266666;19,5408;#N/A;#N/A;21,9;31,8;0
980108;1998;1;8;30,5;94,5833;0,216666;14,5192;#N/A;#N/A;22,2;31;0
980109;1998;1;9;19,9167;71,2916;0,220833;12,8817;#N/A;#N/A;21,2;29,9;0
980110;1998;1;10;23,5417;79,75;0,266666;24,3441;#N/A;#N/A;22,6;31,2;0
980111;1998;1;11;27,2917;84,4583;0,333333;18,995;#N/A;#N/A;24,5;33,2;0
980112;1998;1;12;28,1667;88,625;0,537498;22,8158;#N/A;#N/A;24,4;34,2;0
980113;1998;1;13;21,0417;100,833;0,529165;14,8467;#N/A;#N/A;21,8;28,4;0
980114;1998;1;14;23,5833;74,8333;0,345833;12,5542;#N/A;#N/A;21,3;31;0
980115;1998;1;15;23,5;74,9583;0,345833;24,3441;#N/A;#N/A;22;32;0
980116;1998;1;16;24,9583;92,6666;0,595832;21,8333;#N/A;#N/A;24,4;33,4;0
