Fecha;anno;mes;dia;O3;MP10;CO;SO2;MP25;NO2;Tmedia;Tmax;Precipitaciones
160628;2016;6;28;2,09532;78,875;2,51314;0;41;43,3083;11,1;25;0
160629;2016;6;29;1,36263;58,5;2,06954;0;40,3333;29,5744;7,6;10,3;0
160630;2016;6;30;1,03373;105,521;2,74255;0;72,2084;41,2493;8,8;13,9;0
160701;2016;7;1;1,42076;138,042;3,40968;0;89,9166;55,0898;10,4;18,3;0
160702;2016;7;2;1,31596;51,9375;1,98559;0;47,0833;24,3276;7,6;9,4;0
160703;2016;7;3;2,73176;50,7708;2,17768;0;45,5417;23,0706;9,1;14,1;0,3
160704;2016;7;4;2,78508;67,1875;2,77721;0;40;34,6;7,3;17,2;0
160705;2016;7;5;4,16013;75,3334;2,66515;0;37,6667;35,3035;7,4;18,2;0
160706;2016;7;6;3,02977;104,708;3,13605;0;51,125;41,8993;7,2;18,9;0
160707;2016;7;7;1,84422;104,913;2,89352;0;55,8333;50,7724;8,1;20,6;0
160708;2016;7;8;1,76258;100,146;3,23555;0;70,5834;42,4199;6,2;13,4;0
160709;2016;7;9;1,84328;110,271;2,90182;0;74,4584;39,495;9,1;17,6;0
160710;2016;7;10;1,43114;97,0209;3,55616;0;74,5416;39,1685;8;11,2;8,4
160711;2016;7;11;7,56512;23,9565;1,9614;0;9,66667;19,9941;9,8;14,2;4,1
160712;2016;7;12;1,00583;136,562;3,23901;0;52,7917;42,6277;8,1;10,7;0
160713;2016;7;13;7,50653;33,5208;2,08198;0;14,875;21,8858;9,7;13;9,5
160714;2016;7;14;6,74544;22,7083;1,96797;0;10,3333;23,3284;9,1;14,5;0
160715;2016;7;15;2,82684;77,5869;0,709793;0;39,7917;32,9489;6,9;17,3;0
160716;2016;7;16;1,39052;103,479;1,22377;0;55,9583;41,1312;8,4;17,3;0
160717;2016;7;17;1,28629;71,8334;0,884886;0;44,75;28,7975;8,2;12;0
160718;2016;7;18;2,41727;103,562;1,5608;0;51,875;40,1088;8;19,2;0
160719;2016;7;19;1,05664;96,5;0,696609;0;47,5417;37,4222;8,8;13,6;0
160720;2016;7;20;2,51953;84,5209;0,705475;0;50,2083;32,4344;11,2;19,8;0
160721;2016;7;21;2,88879;129,125;1,4793;0;62,875;46,5659;10,8;22,4;0
160722;2016;7;22;4,36195;75,826;0,677255;0;38,5;35,5407;11,7;21,1;0
160723;2016;7;23;1,07778;100,708;0,959486;0;47,75;34,1531;11,5;15,8;0
160724;2016;7;24;1,06247;79,7709;0,962874;0;62,9167;27,9278;10,4;13,8;23,2
160725;2016;7;25;4,6589;11,1667;0,392416;0;7,17391;18,029;10,3;15,7;4,7
160726;2016;7;26;2,25836;68,1957;0,773273;0;26,5454;32,9294;8,7;17,8;0
160727;2016;7;27;3,22662;121,958;1,24681;0;46,0417;46,1053;12,9;23,1;0
160728;2016;7;28;3,4931;85,2291;0,726977;0;38,75;37,4359;11,3;20,7;0
160729;2016;7;29;4,70916;69,0209;0,480885;0;34,7917;30,6022;10,9;19,8;0
160730;2016;7;30;5,43205;51,6875;0,556517;0;33;21,2144;9,4;16,5;0
160731;2016;7;31;7,4629;38,7917;0,385153;0;19,2083;15,6869;11,2;17,4;0
160801;2016;8;1;2,69127;87,9166;0,977123;0;36,3333;34,5416;8,5;18,3;0
160802;2016;8;2;3,64447;86,0209;0,667924;0;36,875;36,0884;10,3;22,2;0
160803;2016;8;3;2,64309;93,0625;0,5432;0;49,125;36,8206;9,4;17,3;0
160804;2016;8;4;6,39304;85,4783;0,563027;0;51,5;35,1979;9,9;19,2;0
160805;2016;8;5;6,51212;68,3541;0,34745;0;34,0417;26,6456;9,5;18,5;0
160806;2016;8;6;7,22226;82,0834;0,713612;0;46,5417;31,2759;9,3;20,1;0
160807;2016;8;7;6,01913;64,1666;0,547307;0;40;25,8166;11,6;20,4;0
160808;2016;8;8;4,80067;81,4348;0,827264;0;41,7083;34,7794;10;21,8;0
160809;2016;8;9;5,35367;124,125;1,05457;0;47,3043;46,1259;11,5;26,8;0
160810;2016;8;10;6,91664;101,792;0,692924;0;38,9583;41,0659;11,2;24,7;0
160811;2016;8;11;8,89653;95,375;0,528341;0;54,375;30,9631;12,8;21;0
160812;2016;8;12;2,89091;124,708;0,885883;0;69,0416;46,4766;11,8;18,9;0
160813;2016;8;13;9,21606;90,3125;0,499032;0;53,8333;31,7881;14,6;21,8;0
160814;2016;8;14;6,02918;98,8334;1,00026;0;64,2916;32,4997;13,2;19,4;0
160815;2016;8;15;12,0948;70,8334;0,778831;0;48,5833;27,835;16,1;26,8;0
160816;2016;8;16;6,01315;48,9375;0,360335;0;15,25;19,3719;13;20;0
160817;2016;8;17;8,8472;38,8696;0,174929;0;14,1667;18,1035;12,4;19,2;0
160818;2016;8;18;8,08496;54,125;0,318163;0;17,4783;24,7722;8,6;17,7;0
160819;2016;8;19;8,00409;56,1042;0,397244;0;18,4583;22,8128;8;15,2;0
160820;2016;8;20;9,14975;55,0625;0,461125;0;20,75;22,0978;7,8;17,9;0
160821;2016;8;21;10,9987;77,9584;0,819983;0;30,8333;29,0312;10,2;25,9;0
160822;2016;8;22;11,5847;89,125;0,690812;0;31,25;34,2769;12,5;26;0
160823;2016;8;23;3,8274;47,6875;0,264422;0;28,3333;24,2084;9,8;12,1;0
160824;2016;8;24;3,87868;54,1458;0,398447;0;39,25;26,2297;11,1;13;0
160825;2016;8;25;7,12057;66,6041;0,500122;0;35,5;23,4529;11,5;21,1;0
160826;2016;8;26;0;55,1042;0,301399;0;25,7083;23,1496;11,2;18,1;0
160827;2016;8;27;0;57,5;0,253193;0;27,625;19,7704;10,8;15,7;0
160828;2016;8;28;17,4867;39,8333;0,225631;0;18,625;13,1505;11,9;18,2;0
160829;2016;8;29;12,3503;61,0833;0,456452;0;30;30,1732;11,4;23,1;0
160830;2016;8;30;12,2536;71,1666;0,371133;0;28,9565;34,0612;12,9;23,6;0
160831;2016;8;31;4,29793;49,1667;0,279757;0;22,1667;22,1528;11,2;13,4;0
160901;2016;9;1;11,9332;49,5652;0,31036;0;20,7917;23,5415;8,2;16,8;0
160902;2016;9;2;11,3376;67,8334;0,435196;0;28,25;27,7382;7,2;16,6;0
160903;2016;9;3;13,4043;84,0834;0,529159;0;33,875;29,5606;8,9;19,4;0
160904;2016;9;4;15,2157;66,2291;0,602296;0;29,5;23,7356;9,2;19,5;0
160905;2016;9;5;9,61728;75,3125;0,477073;0;23,5;36,0438;10,3;23,1;0
160906;2016;9;6;10,2601;110,775;0,776359;0;35,0417;46,5202;12,5;27,1;0
160907;2016;9;7;17,2179;101,479;0,594991;0;35,5;41,3895;14,6;29,2;0
160908;2016;9;8;12,9382;100,905;0,445427;0;32,8571;45,4363;16;27,2;0
160909;2016;9;9;11,204;112,208;0,545061;0;34,75;42,029;16,9;29,1;0
160910;2016;9;10;20,2124;93,4166;0,486737;0;32,875;29,0124;14,8;27,1;0
160911;2016;9;11;19,375;33,9792;0,172207;0;22;9,12682;13,3;18,3;0
160912;2016;9;12;12,7414;31,9792;0,251038;0;12,0833;16,3126;11,5;17,1;0
160913;2016;9;13;8,33623;81,9584;0,715858;0;25,1667;33,181;11,7;24,1;0
160914;2016;9;14;10,6152;91;0,579611;0;32,25;29,7664;11,5;20,6;0
160915;2016;9;15;7,21014;81,6041;0,334928;0;36,75;30,3193;12,8;19,8;0
160916;2016;9;16;8,7634;77,7291;0,394386;0;38,2083;24,783;14,2;17,4;0
160917;2016;9;17;13,3143;44,1458;0,301989;0;26,5417;19,3753;13,5;21,7;0
160918;2016;9;18;25,335;120,562;1,02714;0;53,5;28,4022;15,3;29,9;0
160919;2016;9;19;24,5578;119,771;0,8203;0;38,9167;30,5402;17,3;32;0
160920;2016;9;20;18,1392;93,4166;0,468997;0;25,8333;32,2048;18,4;30,6;0
160921;2016;9;21;17,344;69,75;0,282684;0;24,125;25,136;17,3;27,2;0
160922;2016;9;22;18,8302;74,0209;0,282593;0;22,25;28,4115;17,8;29,5;0
160923;2016;9;23;13,5299;85,1459;0,438168;0;23,2917;30,4841;17,1;26;0
160924;2016;9;24;21,0011;80,5416;0,311789;0;23,875;25,461;15,4;28,5;0
160925;2016;9;25;17,8772;43,75;0,19099;0;20,1667;14,4457;14,2;24,1;0
160926;2016;9;26;19,0184;54,5417;0,280869;0;24,4583;21,9868;15,3;27,3;0
160927;2016;9;27;17,1294;75,875;0,298065;0;31,2917;27,6283;15,7;26,8;0
160928;2016;9;28;14,3553;68,0416;0,339147;0;27,9167;20,0591;13,5;20,6;0,4
160929;2016;9;29;19,7213;24,625;0,189697;0;9,45833;10,6792;13,5;19,3;0
160930;2016;9;30;13,6917;48,1042;0,287584;0;15,2083;21,4748;14,4;24;0
161001;2016;10;1;18,0499;49,6875;0,287629;0;15,625;17,9176;14,6;24,7;0
161002;2016;10;2;22,5724;45,7917;0,37567;0;16,25;17,6873;16,5;28,5;0
161003;2016;10;3;14,8749;54,2917;0,324233;0;15,0417;19,8978;15,5;26,5;0,5
161004;2016;10;4;15,6945;40,1667;0,174657;0;10,5;16,9263;16,5;24,7;0
161005;2016;10;5;18,1731;60,8958;0,298042;0;19,125;25,0425;17,2;27,9;0
161006;2016;10;6;13,9131;70,2709;0,312765;0;20,5417;27,2343;16,6;25,1;0
161007;2016;10;7;19,5114;47,5625;0,226538;0;16,4167;16,9064;16,3;25,4;0
161008;2016;10;8;19,9223;54,1042;0,304439;0;19,4583;21,6045;16,8;26;0
161009;2016;10;9;25,3831;57,125;0,370498;0;28,7083;20,0556;16,7;27,8;0
161010;2016;10;10;23,3679;39,9792;0,264853;0;14,4167;14,2283;16,7;27;0
161011;2016;10;11;13,3417;52,1667;0,278079;0;16,4583;20,7112;17,3;24,9;0
161012;2016;10;12;4,56719;53,5417;0,231007;0;14,1667;20,3911;15,9;20,4;0
161013;2016;10;13;14,4153;40;0,195822;0;17,125;14,8794;16,8;25,4;0
161014;2016;10;14;5,89904;56,8542;0,349712;0;19,4583;24,5868;15,8;22,6;0
161015;2016;10;15;4,39709;31,5833;0,254827;0;13,125;17,1554;14,3;18;12,4
161016;2016;10;16;12,6654;8,5;0,159685;0;3,83333;6,48375;11,9;15,1;2,6
161017;2016;10;17;8,53671;24,4167;0,19707;0;14,0833;11,9359;11,3;15,9;0,7
161018;2016;10;18;15,3342;22,6042;0,212224;0;16,7083;13,023;10,2;16,7;0
161019;2016;10;19;16,4084;31,75;0,248271;0;12,375;15,4931;11,4;20,2;0
161020;2016;10;20;15,4028;44,0455;0,307388;0;18,2857;21,8266;14,5;24,7;0
161021;2016;10;21;24,087;53,3542;0,427619;0;24,9167;26,4932;17;28,5;0
161022;2016;10;22;19,4303;45,0417;0,215059;0;19,7083;12,0458;13;20,7;0
161023;2016;10;23;21,7203;27,0208;0;0;9,29167;13,7222;14,1;21,4;0
161024;2016;10;24;15,3482;25,8409;0,231354;0;11,2273;16,2465;14;21,9;0
161025;2016;10;25;15,4354;42,1304;0,336221;0;17,6667;18,9603;16,2;25,9;0
161026;2016;10;26;20,8632;55,9375;0,375512;0;27,7083;25,0425;19,8;31,2;0
161027;2016;10;27;23,4107;61,7368;0,48592;0;21;24,9864;20,4;31,6;0
161028;2016;10;28;12,7457;41,0833;0,308205;0;0;14,6327;15;20,2;0
161029;2016;10;29;16,9664;50,2708;0,252444;0;0;14,9226;18,8;25,9;0
161030;2016;10;30;19,8173;30,3958;0,188132;0;0;8,14371;17,2;24,8;0
161031;2016;10;31;14,226;25,7917;0,209592;0;0;8,61923;14,3;19,7;0
161101;2016;11;1;20,1422;19,7917;0,150361;0;4;7,11133;13,2;21,5;0
161102;2016;11;2;14,9821;38,7083;0,23441;0;9,83333;17,8299;16,8;26,8;0
161103;2016;11;3;14,2377;53,8125;0,351579;0;12,7917;21,0645;20,4;31,8;0
161104;2016;11;4;18,2875;51,0417;0,314035;0;13,2083;18,4693;22,6;34;0
161105;2016;11;5;20,7058;52,7083;0,259931;0;16,125;16,7708;21,2;31,2;0
161106;2016;11;6;18,3657;40,9792;0,231007;0;12,5833;12,2129;20,6;30,3;0
161107;2016;11;7;19,1197;47,2083;0,190285;0;14,2917;14,5119;21,8;32,5;0
161108;2016;11;8;18,9554;46,2917;0,168736;0;10,9583;12,5519;20,4;29,1;0
161109;2016;11;9;24,1183;53,9167;0,210477;0;15,5;16,5826;20,8;30,7;0
161110;2016;11;10;23,1672;55,9167;0,217396;0;15,4583;18,301;21,2;31,6;0
161111;2016;11;11;18,8471;64,7916;0,23475;0;21,4583;18,7849;20,3;30,9;0
161112;2016;11;12;24,8314;78,6666;0,337514;0;46,625;17,6978;18;27,1;0
161113;2016;11;13;18,5482;39,8333;0,159889;0;14,2083;9,24254;17;26,3;0
161114;2016;11;14;15,0383;45,4375;0,196639;0;10,125;16,7482;17,5;27,7;0
161115;2016;11;15;17,8134;45,9792;0,164653;0;13,2917;14,0905;19;28,8;0
161116;2016;11;16;18,5612;46,2917;0,170438;0;9,58333;16,2454;20,2;29,2;0
161117;2016;11;17;19,1974;57,9792;0,278533;0;15,3913;26,6588;23;34,6;0
161118;2016;11;18;33,16;110,625;0,549848;0;45,0833;27,5857;21,2;31,3;0
161119;2016;11;19;26,4512;60,8125;0,214447;0;24,9167;12,9984;19;27,9;0
161120;2016;11;20;21,1697;36,5417;0,157507;0;11,5;5,9591;16;23,7;0
161121;2016;11;21;19,1462;43,7083;0,227944;0;11,125;11,9859;16,8;26,8;0
161122;2016;11;22;17,969;45,8958;0,155238;0;10,6956;12,7916;17,4;25,2;0
161123;2016;11;23;10,8167;44,3542;0,29325;0;10,3333;15,7066;16,4;21,5;0
161124;2016;11;24;19,0726;48,9375;0,464653;0;13,4583;18,6249;20,4;30,4;0
161125;2016;11;25;16,0591;39,5417;0,375;0;9,83333;10,3585;16,5;23,1;0
161126;2016;11;26;20,7384;30,1458;0,409444;0;7,43478;7,7944;17,6;26,4;0
161127;2016;11;27;18,5103;29,8958;0;0;7,75;13,3426;17,6;26;0
161128;2016;11;28;23,337;51,9375;0;0;15,4167;22,9769;21,6;32,5;0
161129;2016;11;29;31,1014;75,75;0,664075;0;24,75;25,7497;23,1;34,8;0
161130;2016;11;30;26,9901;73,5416;0,517894;0;29,4583;16,1105;19,8;29;0
161201;2016;12;1;27,2683;63,5208;0,467662;0;22,625;16,5374;20,3;30,1;0
161202;2016;12;2;28,4361;67,6875;0,51963;0;23,0417;19,4423;21,3;30,7;0
161203;2016;12;3;26,2595;62,1042;0,434792;0;20,9583;14,9153;19,3;29,2;0,4
161204;2016;12;4;23,6947;22,2292;0,345963;0;8,41667;4,88838;16,8;23,8;0
161205;2016;12;5;22,7747;34,9375;0,428195;0;15,5417;12,6887;19,1;28;0
161206;2016;12;6;19,8565;50,2917;0,454931;0;15,5833;17,7031;19,9;30,2;0
161207;2016;12;7;23,5986;62,6042;0,497986;0;19,375;16,3539;18,4;27,8;0
161208;2016;12;8;22,8671;44,9583;0,478311;0;13,75;10,6431;18,1;26,8;18,7
161209;2016;12;9;7,14264;18,3958;0,565348;0;9,29167;21,5096;14,1;16;2,2
161210;2016;12;10;19,9909;30,5625;0,569167;0;12,6667;16,2727;19,1;28,1;0
161211;2016;12;11;19,2506;28,0833;0,463611;0;8,95833;11,9245;21,9;31,3;0
161212;2016;12;12;14,7068;36,5;0,434097;0;9,34782;12,5855;22,3;31,2;0
161213;2016;12;13;22,1594;55,1458;0,452153;0;16,5;22,2402;24,1;33,7;0
161214;2016;12;14;32,3083;75,6041;0,586181;0;24,125;26,4197;24,7;37,3;0
161215;2016;12;15;36,4667;122,917;0,681552;0;68,4166;25,9501;21,6;30,6;0
161216;2016;12;16;26,871;61,5417;0,46419;0;31,0833;15,5142;20,1;28,1;0
161217;2016;12;17;25,2286;45,0208;0,459213;0;13,875;10,1032;18,9;27,9;0
161218;2016;12;18;27,0967;40,3913;0,445556;0;16,625;8,8186;21,9;31,9;0
161219;2016;12;19;26,4612;46,5625;0,428658;0;18,5;15,8662;23;33,8;0
161220;2016;12;20;29,283;81,7916;0,510255;0;36,9167;15,9993;19,6;29,6;0
161221;2016;12;21;26,0029;64,0834;0,49382;0;31,6667;13,7869;20,6;30,3;0
161222;2016;12;22;27,6858;64,4166;0,492778;0;29,5833;15,0411;20,8;29,3;0
161223;2016;12;23;30,3466;73,5416;0,560487;0;34,5833;18,2244;20,6;29,9;0
161224;2016;12;24;36,8814;83,7826;0,64;0;51,5417;13,8705;19;28,6;0
161225;2016;12;25;20,7784;25,8125;0,414885;0;9,875;2,91653;17,1;25,7;0,6
161226;2016;12;26;15,0758;15,9792;0,417546;0;4,08334;10,2661;16,9;23,5;1,7
161227;2016;12;27;23,5891;36,5682;0,539421;0;12,2917;20,2904;21,3;32,8;0
161228;2016;12;28;26,7324;57,3542;0,508635;0;16,5417;19,163;22,5;32,1;0
161229;2016;12;29;18,7435;50,6875;0,479237;0;19,9167;14,5809;19,1;26,3;0
161230;2016;12;30;23,25;52,3333;0,465;0;18,2083;11,9156;19,7;28,8;0
161231;2016;12;31;22,2878;35,1042;0,402847;0;14,0417;5,81375;19,4;27,4;0
170101;2017;1;1;0;34,625;0,481551;0;14,5833;8,46399;22,4;32,8;0
170102;2017;1;2;0;51,2083;0,472986;0;22,9167;9,88431;23,2;32,8;0
170103;2017;1;3;0;78,6875;0,552037;0;41,5;15,39;21,2;30,7;0
170104;2017;1;4;0;63,2083;0,369051;0;24,625;17,0083;21,2;30,7;0
170105;2017;1;5;0;70,2917;0,479583;0;21,5;18,675;22,3;33,7;0
170106;2017;1;6;0;69,25;0,547871;0;21,8333;18,9575;21,8;32,1;0
170107;2017;1;7;0;70,1042;0,553542;0;23,375;15,5946;22,7;31,8;0
170108;2017;1;8;0;51,8125;0,5025;#N/A;12,6957;8,96797;22,4;31,7;0
170109;2017;1;9;0;34,3542;0,44463;#N/A;9,20833;7,93238;22,4;30,6;0
170110;2017;1;10;0;52,2292;0,424144;#N/A;12,4167;11,1871;22,5;31,6;0
170111;2017;1;11;0;60,1111;0,474722;#N/A;14,3889;19,2958;24,6;33,8;0
170112;2017;1;12;0;80,5625;0,501921;#N/A;21,875;20,617;24,7;34,5;0
170113;2017;1;13;0;66,2826;0,544398;#N/A;16,1667;22,1016;26,3;35,7;0
170114;2017;1;14;0;55,3125;0,482014;#N/A;13,7917;17,9868;23,9;32,5;0
170115;2017;1;15;0;45,5625;0,48537;#N/A;16,5417;12,6438;21,4;31,4;0
170116;2017;1;16;0;66,5;0,49471;#N/A;19,8182;21,089;22,1;32,5;0
170117;2017;1;17;0;0;0;#N/A;0;0;25,1;34,8;0
170118;2017;1;18;0;93,1458;0,610486;#N/A;40,375;28,9185;24,9;36,2;0
170119;2017;1;19;0;149,708;1,02785;#N/A;85,0833;40,6514;25;35,5;0
170120;2017;1;20;0;116,062;0,758403;#N/A;57,0833;26,813;26,2;36,9;0
170121;2017;1;21;0;109,167;0,725533;#N/A;54,6667;19,083;24,2;34,2;0
170122;2017;1;22;0;88,1875;0,633866;#N/A;55,0833;12,4854;22,9;31,3;0
170123;2017;1;23;0;84,0208;0,624491;#N/A;48,4583;15,19;23;31,7;0
170124;2017;1;24;0;111,75;0,821598;#N/A;58,8333;25,533;24,7;34,2;0
170125;2017;1;25;0;93,6667;0,675133;#N/A;35,6667;19,7755;26,2;37,4;0
170126;2017;1;26;0;117,708;0,885948;#N/A;52,4583;26,4786;25,2;33,4;0
170127;2017;1;27;0;67,875;0,71963;#N/A;27,2083;13,3001;25;34,3;0
170128;2017;1;28;0;84,1667;0,953773;#N/A;48,4167;13,2128;24,2;32,3;0
170129;2017;1;29;0;87,6875;0,997293;#N/A;52,5;11,9068;24,3;33,9;0
170130;2017;1;30;0;103,25;1,05725;#N/A;59,0417;21,4068;24,8;33,4;0
170131;2017;1;31;0;77,625;0,787685;#N/A;31,125;18,3488;23,4;33,9;0
170201;2017;2;1;0;115,229;0,962223;#N/A;65;22,501;22,5;32,4;0
170202;2017;2;2;0;81,1458;0,795441;#N/A;42,0417;18,9596;19,8;28,8;0
170203;2017;2;3;0;42,9583;0,620672;#N/A;9,95833;14,0141;16,8;23,9;0
170204;2017;2;4;0;28,625;0,583866;#N/A;7,75;8,23621;19,5;26,6;0
170205;2017;2;5;0;35,7708;0,656782;#N/A;13,5833;10,1457;22,2;33,8;0
170206;2017;2;6;0;61,7708;0,683867;#N/A;19,375;17,3159;22,1;32,4;0
170207;2017;2;7;0;67,0208;0,641736;#N/A;15,0833;16,0791;20,4;30;0
170208;2017;2;8;0;46,5625;0,566736;#N/A;13,625;10,5763;18,2;28;0
170209;2017;2;9;20,2853;59,7083;0,645787;#N/A;12,625;13,6401;19,2;28,9;0
170210;2017;2;10;23,5253;65,0417;0,756667;#N/A;17,5417;21,1786;21,5;31,3;0
170211;2017;2;11;25,7823;59,7292;0,773913;#N/A;18,1667;15,6802;21,1;31,5;0
170212;2017;2;12;27,9571;52,9565;0,693125;#N/A;15,7083;12,2062;22,3;33,8;0
170213;2017;2;13;21,0023;63,8542;0,753427;#N/A;15,7917;17,3601;21,8;31,2;0
170214;2017;2;14;20,9918;60,7708;0,725649;#N/A;17,7083;14,2666;20,5;29;0
170215;2017;2;15;21,1075;56,25;0,719051;#N/A;15,4167;12,4497;21,2;30,9;0
170216;2017;2;16;16,9686;50,875;0,718241;#N/A;13,375;12,9976;20,2;30,1;0
170217;2017;2;17;14,8848;41,1739;0,72588;#N/A;9,375;9,96182;18,7;27,2;0
170218;2017;2;18;21,0207;43,8125;0,680972;#N/A;10,7083;11,7068;19,9;30,2;0
170219;2017;2;19;25,5635;46,6667;0,725301;#N/A;14,1667;11,2286;22,4;33,1;0
170220;2017;2;20;24,7452;53,1042;0,755278;#N/A;12,8333;15,9975;23,6;34,9;0
170221;2017;2;21;23,3286;59,5;0,78213;#N/A;13,5833;17,5496;24,6;34,8;0
170222;2017;2;22;22,5242;63,3125;0,813958;#N/A;17,375;16,9281;23,7;32,7;0
170223;2017;2;23;23,28;63,625;0,886992;#N/A;19,6667;18,8789;23,4;31,9;0
170224;2017;2;24;24,2244;58,0208;0,865232;#N/A;19,0417;15,4896;23,8;32,2;0
170225;2017;2;25;18,5971;46,5625;0,817662;#N/A;14,9167;11,5875;24;32,2;0
170226;2017;2;26;17,7753;31,1875;0,765347;#N/A;9,33333;7,2038;24,1;32,1;0
170227;2017;2;27;14,8413;41,2292;0,813264;#N/A;9,625;12,0291;22,8;31;0
170228;2017;2;28;16,192;39,8333;0,825879;#N/A;9,08333;11,2346;22,5;31,4;0
170301;2017;3;1;12,588;41,9167;0;#N/A;8,70833;10,6213;22;30;0
170302;2017;3;2;9,6591;38,375;0;#N/A;8,70833;9,78963;21,3;29,2;0
170303;2017;3;3;18,7455;50,875;0;#N/A;10,9583;13,3191;20,3;29,5;0
170304;2017;3;4;18,9519;50,9792;0;#N/A;12,5417;12,1506;18,9;28,2;0
170305;2017;3;5;22,306;59,875;0;#N/A;15,2917;15,9061;19,9;30,7;0
170306;2017;3;6;19,7546;61,8958;0;#N/A;14,7917;25,5219;21,5;33,1;0
170307;2017;3;7;18,7372;83,4792;0;#N/A;21,7083;36,3458;21;31,2;0
170308;2017;3;8;17,232;61,7083;0;#N/A;16;24,8158;17,9;27,6;0
170309;2017;3;9;16,3757;38,2708;0;#N/A;9,75;14,8905;18,7;26,8;0
170310;2017;3;10;18,1988;55,375;0;#N/A;0;22,6581;18,5;29,3;0
170311;2017;3;11;21,9762;90,875;0;#N/A;0;22,6036;17,9;27,8;0
170312;2017;3;12;22,3356;80,7083;0;#N/A;0;22,4515;20,6;34,9;0
170313;2017;3;13;23,7747;95,0208;0;#N/A;0;8,10487;19;31,9;0
170314;2017;3;14;17,4363;67,875;0;#N/A;0;5,75724;18;25,4;0
170315;2017;3;15;22,1721;67,125;0;#N/A;16,5;8,8513;19;30,3;0
170316;2017;3;16;25,5159;85,0208;0;#N/A;23,625;12,8326;19,2;30;0
170317;2017;3;17;21,6744;92,5417;0;#N/A;24;21,4253;19,3;30,3;0
170318;2017;3;18;19,684;88,6667;0;#N/A;21,375;18,2228;20,8;32,8;0
170319;2017;3;19;23,2632;74,7292;0;#N/A;19,3333;9,88312;18,7;29,1;0
170320;2017;3;20;20,5836;110,792;0;#N/A;30,6667;29,6901;18,6;28,8;0
170321;2017;3;21;20,5305;107,896;0;#N/A;24,9583;33,5242;18,9;30,4;0
170322;2017;3;22;17,8176;106,396;0;#N/A;24,9583;31,0803;17,2;27;0
170323;2017;3;23;15,6794;81,6875;0;#N/A;23,9167;28,4024;17,5;26,1;0
170324;2017;3;24;11,6822;43,2708;0;#N/A;19,5417;25,1256;15,4;17,9;0
170325;2017;3;25;18,3748;51,375;0;#N/A;22,375;22,938;18,6;26;0
170326;2017;3;26;13,5569;51,4375;0;#N/A;13;19,5956;16,3;25,9;0
170327;2017;3;27;14,8024;65,8958;0;#N/A;14,2083;26,5019;17,6;29;0
170328;2017;3;28;16,1133;71,7708;0;#N/A;16,875;26,6097;17,3;27,5;0
170329;2017;3;29;11,8573;52,5417;0;#N/A;11,4167;19,3803;16,4;23,8;0
170330;2017;3;30;11,0368;68,8333;0,371296;#N/A;15,5417;23,9847;16;25,9;0
170331;2017;3;31;13,5901;87,4792;0,605755;#N/A;16,4167;26,5848;16;26,6;0
170401;2017;4;1;0;89,7708;0,547431;#N/A;8,04546;24,0028;14,5;21,7;0
170402;2017;4;2;0;112,896;0,559352;#N/A;17,625;25,0329;15,2;25,6;0
170403;2017;4;3;0;148,312;0,816968;#N/A;23;32,5026;16,4;26,5;0
170404;2017;4;4;0;67,0833;0,46831;#N/A;13,5417;22,0289;16,6;25,3;0
170405;2017;4;5;14,2093;84,6458;0,711158;#N/A;18,9167;32,8564;16,9;28;0
170406;2017;4;6;15,215;95,1458;0,633426;#N/A;20,8333;31,0019;16,4;27,1;0
170407;2017;4;7;10,4162;23,1875;0,300764;#N/A;5,625;14,4258;14;17,7;0,1
170408;2017;4;8;13,5665;28,4375;0,247963;#N/A;7,16667;13,8674;13,2;20,4;0
170409;2017;4;9;16,6626;36,8333;0,511828;#N/A;12,2917;18,443;12,9;23,2;0
170410;2017;4;10;11,3342;82,6875;0,934885;#N/A;21,3333;39,2261;14,9;28,6;0
170411;2017;4;11;15,6532;93,7292;0,925162;#N/A;23,6667;41,8675;17,5;32;0
170412;2017;4;12;15,1054;80,75;0,773564;#N/A;22,2083;33,9742;16,4;27,5;0
170413;2017;4;13;14,1426;57,0625;0,43787;#N/A;16,8333;22,1671;15,2;24;0
170414;2017;4;14;0;39,3958;0,459583;#N/A;10,0833;17,3143;14,4;23,4;0
170415;2017;4;15;0;55,5417;0,546236;#N/A;11,6087;19,2481;15;22,2;0
170416;2017;4;16;0;65,6458;0,748981;#N/A;26,9167;27,8939;16,2;22,6;0
170417;2017;4;17;0;60,6667;0,614398;#N/A;22,6957;29,8727;15,5;23,9;0
170418;2017;4;18;13,9575;53,4583;0,421019;#N/A;14,5;20,3026;16,6;24,6;0
170419;2017;4;19;15,0423;48,6667;0,553102;#N/A;16,5833;18,1595;16,1;22,1;2,3
170420;2017;4;20;2,20773;29,875;0,60875;#N/A;17,2917;27,0863;15,1;16,6;2,8
170421;2017;4;21;5,32919;47,9583;0,556042;#N/A;23,3333;26,6783;17,5;23,6;0
170422;2017;4;22;12,1131;47,8125;0,479838;#N/A;15,75;26,7885;17,3;25,3;0
170423;2017;4;23;12,6529;62,5417;0,732523;#N/A;20,75;25,174;14;23,5;0
170424;2017;4;24;5,25368;55,2292;0,616875;#N/A;19,9583;31,5916;11,6;18,9;0,4
170425;2017;4;25;8,86224;41,5435;0,517292;#N/A;18,4583;25,3024;12,3;20;0
